,command_name,command_id,pos_id,start_fr_id,end_fr_id
2491,if my switch gets switched off,1450,1,1.0,169.0
2492,when a new message is posted on slack,1359,1,170.0,373.0
2493,save the current track,10,1,374.0,502.0
2494,repeat this song,233,1,503.0,601.0
2495,the new york times travel section,766,1,602.0,785.0
2496,retract the awnings,146,1,786.0,899.0
2497,emails arrived yesterday,598,2,1.0,136.0
2498,when my top tracks changes,1190,2,137.0,282.0
2499,when my security camera detects a person,1066,2,283.0,498.0
2500,the fitbit step counter,706,2,499.0,629.0
2501,whether the fan is turned on or turned off,935,2,630.0,855.0
2502,a plot,407,2,856.0,901.0
2503,how positive is this song,445,3,1.0,127.0
2504,how danceable is this song,574,3,128.0,259.0
2505,make a playlist,51,3,260.0,336.0
2506,images from Imgur User Submitted rising,694,3,337.0,533.0
2507,order me a latte,209,3,534.0,615.0
2508,when i make a new file in google drive,1145,3,616.0,807.0
2509,new nature articles,613,3,808.0,904.0
2510,when the new york times publishes a new article,1303,4,1.0,244.0
2511,order me a black macchiato,163,4,245.0,383.0
2512,when nothing is detected by the sound sensor,1061,4,384.0,612.0
2513,youtube 's paid channels,903,4,613.0,741.0
2514,if my damper is open or closed,810,4,742.0,900.0
2515,when i tweet,1167,5,1.0,69.0
2516,a random piece of wisdom,840,5,70.0,198.0
2517,images from Imgur,831,5,199.0,292.0
2518,channels in category gaming on youtube,983,5,293.0,491.0
2519,when the shades get lowered,1335,5,492.0,635.0
2520,upload a picture to Imgur,30,5,636.0,769.0
2521,order me a iced americano,173,5,770.0,903.0
2522,posts in the washington post post_everything blog,672,6,1.0,260.0
2523,color loop the lights,242,6,261.0,380.0
2524,once my fan starts or stops oscillating,1413,6,381.0,590.0
2525,my fitbit step count,417,6,591.0,705.0
2526,when the time of my meetings changes,1369,6,706.0,900.0
2527,when there is no one in the corridor,1416,7,1.0,190.0
2528,turn off repeat,181,7,191.0,275.0
2529,please turn on the fan,318,7,276.0,395.0
2530,when my damper lowers,1288,7,396.0,510.0
2531,channels in category tech on youtube,952,7,511.0,700.0
2532,whether the router is connected or not,518,7,701.0,900.0
2533,close the awning,115,8,1.0,90.0
2534,the new york times sports section,719,8,91.0,265.0
2535,get the climate state of my Tesla car,1047,8,266.0,460.0
2536,latest popular science news,971,8,461.0,605.0
2537,posts on matrix67 blog,666,8,606.0,725.0
2538,how energetic is the current song,1034,8,726.0,900.0
2539,the positivity of this song,950,9,1.0,152.0
2540,raise the volume of my lg tv,312,9,153.0,309.0
2541,when the fan stops swinging,1301,9,310.0,461.0
2542,articles in the new york times travel section,862,9,462.0,703.0
2543,when the state of the lights changes,1381,9,704.0,900.0
