,command_name,command_id,pos_id,start_fr_id,end_fr_id
1649,my newest google drive files,589,1,1.0,161.0
1650,decrease the volume of my lg tv,88,1,162.0,337.0
1651,the moment the awnings get retracted,1412,1,338.0,538.0
1652,upload a picture to tumblr,300,1,539.0,689.0
1653,images from Imgur User Submitted viral,1022,1,690.0,900.0
1654,when my motion sensor detects someone,1275,2,1.0,188.0
1655,animal fun facts,528,2,189.0,271.0
1656,turn off my fan,217,2,272.0,349.0
1657,talks on TED,539,2,350.0,412.0
1658,my oldest google drive files,909,2,413.0,555.0
1659,once something is detected by the sound sensor,1092,2,556.0,788.0
1660,order me a black mocha,40,2,789.0,901.0
1661,when my sound sensor detects someone,1296,3,1.0,188.0
1662,science youtube channels,897,3,189.0,316.0
1663,news on mashable,873,3,317.0,404.0
1664,my google drive files that were created most recently,736,3,405.0,677.0
1665,the blog world_views of the washington post,340,3,678.0,900.0
1666,loop the color of the light bulb,82,4,1.0,172.0
1667,when mashable updates,1083,4,173.0,289.0
1668,cats,1058,4,290.0,321.0
1669,once people enter the room,1268,4,322.0,463.0
1670,when i receive an email marked as important,1117,4,464.0,690.0
1671,when I upload a new picture on instagram,1291,4,691.0,902.0
1672,when my smart plug gets plugged or unplugged,1344,5,1.0,231.0
1673,analyze a sentence,889,5,232.0,332.0
1674,articles in the new york times science section,403,5,333.0,573.0
1675,share a picture on Imgur,86,5,574.0,704.0
1676,start disco lights,195,5,705.0,805.0
1677,help me on my fan,243,5,806.0,901.0
1678,channels in category lifestyle on youtube,691,6,1.0,215.0
1679,when the plug gets unplugged,1170,6,216.0,365.0
1680,power off the fan,245,6,366.0,460.0
1681,world washington post 's articles,776,6,461.0,635.0
1682,what is the weather tomorrow,548,6,636.0,785.0
1683,tweets in my timeline,724,6,786.0,900.0
1684,help me switch on my vacuum,80,7,1.0,167.0
1685,whoever closes the door,1456,7,168.0,314.0
1686,youtube channels with category music,849,7,315.0,526.0
1687,whether my shades are open or closed,755,7,527.0,738.0
1688,post something on facebook,204,7,739.0,900.0
1689,when an event in my schedule is about to start,1433,8,1.0,241.0
1690,turn off my switch,54,8,242.0,342.0
1691,when my vacuum goes back to base,1185,8,343.0,513.0
1692,sfw images from Imgur,737,8,514.0,629.0
1693,create a new empty file in onedrive,206,8,630.0,815.0
1694,turn on shuffle,79,8,816.0,901.0
1695,wall street journal articles in the markets section published in the last hour,653,9,1.0,426.0
1696,when there is gas,1225,9,427.0,547.0
1697,diy youtube channels,932,9,548.0,683.0
1698,business washington post 's articles,600,9,684.0,899.0
