,command_name,command_id,pos_id,start_fr_id,end_fr_id
2134,emails arrived today,637,1,1.0,118.0
2135,Are my Tesla's doors locked? ,872,1,119.0,281.0
2136,a random fox,591,1,282.0,359.0
2137,order me a iced espresso,65,1,360.0,497.0
2138,when something changes on my icalendar,1245,1,498.0,705.0
2139,create a new empty folder in dropbox,83,1,706.0,903.0
2140,if the toilet is being used,498,2,1.0,149.0
2141,when an event on my calendar begins,1060,2,150.0,338.0
2142,bring in the shutters,291,2,339.0,457.0
2143,once there is a connection,1199,2,458.0,601.0
2144,when I turn on the plug,1186,2,602.0,730.0
2145,the number of steps from fitbit,581,2,731.0,899.0
2146,share a picture to the public Imgur gallery,286,3,1.0,216.0
2147,snail fun facts,634,3,217.0,292.0
2148,is this song dancey,1046,3,293.0,388.0
2149,front page of huffington post,878,3,389.0,534.0
2150,when the heat sensor is freezing,1253,3,535.0,695.0
2151,channels in category animation on youtube,1016,3,696.0,901.0
2152,open my curtains for me,236,4,1.0,132.0
2153,posts on matrix67,607,4,133.0,234.0
2154,upload a NSFW picture to Imgur,102,4,235.0,401.0
2155,whether the switch is on or off,768,4,402.0,573.0
2156,off the switch,216,4,574.0,660.0
2157,latest techcrunch news,564,4,661.0,787.0
2158,when gas is detected,1316,4,788.0,904.0
2159,when the heat sensor grows warm,1395,5,1.0,163.0
2160,whether my plug is plugged in,1030,5,164.0,316.0
2161,latest posts on an rss feed,718,5,317.0,459.0
2162,close my awning,170,5,460.0,542.0
2163,imgur usersub rising,399,5,543.0,650.0
2164,when my fan turns on or off,1267,5,651.0,793.0
2165,nyt,775,5,794.0,816.0
2166,news on slashdot,585,5,817.0,904.0
2167,whether my shutters are open or closed,393,6,1.0,235.0
2168,when a new file is created on onedrive,1097,6,236.0,470.0
2169,the blog post_partisan of the washington post,609,6,471.0,740.0
2170,when I post on facebook,1307,6,741.0,900.0
2171,when top stories on time magazine update,1139,7,1.0,238.0
2172,when i change some file in onedrive,1458,7,239.0,451.0
2173,once anyone opens the door,1223,7,452.0,619.0
2174,trump's quote,799,7,620.0,722.0
2175,when anyone opens the window,1470,7,723.0,900.0
2176,when there is a new post on my twitter timeline,1111,8,1.0,275.0
2177,when my sound sensor hears a noise,1457,8,276.0,485.0
2178,when my door opens,1426,8,486.0,615.0
2179,when my damper raises,1177,8,616.0,760.0
2180,when my switch is on,1374,8,761.0,900.0
2181,if the sound sensor is detecting any sound,648,9,1.0,215.0
2182,my onedrive files that were created most recently,512,9,216.0,465.0
2183,when the vacuum is docking,1387,9,466.0,600.0
2184,create a folder in dropbox,290,9,601.0,735.0
2185,when huffpost front page updates,1376,9,736.0,900.0
