,command_name,command_id,pos_id,start_fr_id,end_fr_id
376,when the location of some event changes on my icalendar,1065,1,1.0,281.0
377,share a picture to the public Imgur gallery,286,1,282.0,502.0
378,channels in category from_tv on youtube,1035,1,503.0,703.0
379,beauty_and_fashion channels in youtube,627,1,704.0,899.0
380,when somebody sends me an email,1260,2,1.0,157.0
381,when the smoke sensor starts or stops detecting smoke,1388,2,158.0,424.0
382,once I leave the door open,1187,2,425.0,556.0
383,when i get a message on twitter,1143,2,557.0,713.0
384,tweets from anyone i follow,432,2,714.0,850.0
385,on the fan,109,2,851.0,902.0
386,diy channels in youtube,562,3,1.0,118.0
387,create a new playlist,77,3,119.0,226.0
388,a random giphy,390,3,227.0,299.0
389,my favorite songs,821,3,300.0,387.0
390,when my damper raises,1177,3,388.0,495.0
391,channels in category causes on youtube,1057,3,496.0,688.0
392,news from the best university in the world,661,3,689.0,901.0
393,imgur usersub rising,399,4,1.0,148.0
394,off the vacuum,265,4,149.0,266.0
395,if the room is occupied,954,4,267.0,429.0
396,popular science articles,1025,4,430.0,597.0
397,when the gas detector starts or stops detecting gas,1179,4,598.0,900.0
398,when the time of some event changes on my icalendar,1414,5,1.0,275.0
399,when somebody sends me a direct message,1419,5,276.0,490.0
400,new york times articles published this week,899,5,491.0,725.0
401,the moment the window gets shut,1329,5,726.0,900.0
402,put the damper up,321,6,1.0,92.0
403,record my weight on fitbit,162,6,93.0,229.0
404,my lists from Wunderlist ,731,6,230.0,361.0
405,when how-to geek updates,1361,6,362.0,488.0
406,the latest xkcd what if,713,6,489.0,610.0
407,is this song live,484,6,611.0,702.0
408,dog pictures,674,6,703.0,769.0
409,when I bring up my blinds,1405,6,770.0,901.0
410,order me a americano,178,7,1.0,105.0
411,when a meeting starts,1175,7,106.0,215.0
412,a math plot,994,7,216.0,275.0
413,when somebody sends a message to slack,1217,7,276.0,470.0
414,when the state of my lights changes,1204,7,471.0,650.0
415,youtube 's lifestyle channels,379,7,651.0,800.0
416,when fortune updates,1396,7,801.0,905.0
417,when my door opens,1426,8,1.0,107.0
418,some random trivia,353,8,108.0,214.0
419,wall street journal articles in the lifestyle section,1007,8,215.0,496.0
420,my dropbox files that changed most recently,995,8,497.0,728.0
421,set the power on my lg tv to on,220,8,729.0,900.0
422,posts in the washington post morning_mix blog,910,9,1.0,237.0
423,when the fan is off,1360,9,238.0,344.0
424,the state of my tesla car ,546,9,345.0,486.0
425,stories on macrumors,487,9,487.0,598.0
426,channels in category tech on youtube,952,9,599.0,790.0
427,when gas is detected,1316,9,791.0,902.0
