,command_name,command_id,pos_id,start_fr_id,end_fr_id
1541,make the awnings extend,19,1,1.0,119.0
1542,make a new post on facebook,180,1,120.0,258.0
1543,when my vacuum is off,1339,1,259.0,367.0
1544,the moment the blinds get put down,1077,1,368.0,541.0
1545,once my plug is switched off,1390,1,542.0,685.0
1546,random number facts,643,1,686.0,784.0
1547,log my weight on fitbit,61,1,785.0,903.0
1548,an aphorism,949,2,1.0,79.0
1549,when I have connectivity,1304,2,80.0,223.0
1550,bing search,433,2,224.0,302.0
1551,when there is no smoke,1064,2,303.0,436.0
1552,when someone commits to github,1302,2,437.0,610.0
1553,switch off my switch,257,2,611.0,734.0
1554,the new york times us section,727,2,735.0,903.0
1555,articles in the new york times us section,675,3,1.0,221.0
1556,once my vacuum is switched on,1398,3,222.0,382.0
1557,tweets from anyone i follow,432,3,383.0,533.0
1558,when Stanford news updates,1284,3,534.0,679.0
1559,whether the curtains is raised or lowered,617,3,680.0,900.0
1560,my instagram pictures,686,4,1.0,110.0
1561,post something on my tumblr blog,179,4,111.0,275.0
1562,when the heat sensor is not cold,1357,4,276.0,440.0
1563,mute my lg webos tv,165,4,441.0,540.0
1564,Steam price,1009,4,541.0,600.0
1565,order uber,196,4,601.0,655.0
1566,when my vacuum gets switched off,1272,4,656.0,820.0
1567,a gif from giphy,858,4,821.0,905.0
1568,channels in category best_of_youtube on youtube,628,5,1.0,240.0
1569,the power state of the light bulb,647,5,241.0,410.0
1570,a random useless fact,555,5,411.0,520.0
1571,articles in the new york times health section,826,5,521.0,750.0
1572,when the curtains get lowered,1091,5,751.0,900.0
1573,whether the sound sensor hears anything,682,6,1.0,225.0
1574,open the awning,63,6,226.0,330.0
1575,turn shuffle on,122,6,331.0,435.0
1576,when something changes on onedrive,1271,6,436.0,635.0
1577,when the motion sensor stops detecting movement,1293,6,636.0,900.0
1578,the google drive files i starred,823,7,1.0,165.0
1579,lower the volume of my bluetooth speaker,203,7,166.0,370.0
1580,plot a math function,444,7,371.0,475.0
1581,imgur,717,7,476.0,505.0
1582,turn on my vacuum cleaner for me,125,7,506.0,670.0
1583,play an album,307,7,671.0,740.0
1584,the moment the blinds are put up,1429,7,741.0,905.0
1585,the key of the current track,1045,8,1.0,143.0
1586,the new york times science section,351,8,144.0,316.0
1587,record my weight on fitbit,162,8,317.0,449.0
1588,imgur usersub,1040,8,450.0,517.0
1589,the space left on my dropbox,448,8,518.0,660.0
1590,post a picture on facebook,234,8,661.0,793.0
1591,when the smoke clears,1311,8,794.0,901.0
1592,when there is new article on popular science,1156,9,1.0,263.0
1593,when howtogeek updates,1067,9,264.0,416.0
1594,if the smoke detector is catching any smoke,953,9,417.0,674.0
1595,when something changes on my calendar,1441,9,675.0,902.0
