,command_name,command_id,pos_id,start_fr_id,end_fr_id
2031,play the last song on spotify,18,1,1.0,151.0
2032,when top stories on cnn news update,1299,1,152.0,332.0
2033,the last event detected by my security camera,857,1,333.0,563.0
2034,the danceability of the current track,510,1,564.0,754.0
2035,shut down my security camera,5,1,755.0,900.0
2036,articles on how to geek,415,2,1.0,116.0
2037,search images on bing,612,2,117.0,222.0
2038,when the corridor becomes occupied or empty,1218,2,223.0,438.0
2039,when everyone leaves the room,1195,2,439.0,584.0
2040,wired top stories,985,2,585.0,670.0
2041,latest posts on an atom feed,467,2,671.0,811.0
2042,posts on phdcomics,534,2,812.0,902.0
2043,the us section of the new york times,912,3,1.0,198.0
2044,lifestyle youtube channels,801,3,199.0,346.0
2045,the number of steps i took,368,3,347.0,494.0
2046,latest news by ars technica,708,3,495.0,647.0
2047,recommended channels in youtube,951,3,648.0,820.0
2048,mashable news,488,3,821.0,903.0
2049,order me a iced cappuccino,177,4,1.0,144.0
2050,when there is a new top stories on cnn news,1169,4,145.0,373.0
2051,when sun rises,1164,4,374.0,457.0
2052,when I turn off my switch,1075,4,458.0,596.0
2053,when sun comes up,1348,4,597.0,695.0
2054,when an asteroid passes close to earth,1113,4,696.0,899.0
2055,whether my switch is switched on or switched off,792,5,1.0,270.0
2056,when the shutters are opened or closed,1229,5,271.0,490.0
2057,news from the best university in the world,661,5,491.0,730.0
2058,latest business insider news,961,5,731.0,900.0
2059,youtube channels with category sports,937,6,1.0,206.0
2060,whether the lights are on or off,811,6,207.0,387.0
2061,change the minimum and maximum temperatures on my thermostat,134,6,388.0,708.0
2062,when smoke is not detected anymore,1467,6,709.0,899.0
2063,when how to geek updates,1210,7,1.0,135.0
2064,instagram pictures i uploaded,699,7,136.0,295.0
2065,the tempo,422,7,296.0,355.0
2066,piled higher and deeper comics,626,7,356.0,520.0
2067,bing image search,506,7,521.0,620.0
2068,when there is smoke,1415,7,621.0,730.0
2069,the weather,783,7,731.0,800.0
2070,flip my switch off,176,7,801.0,905.0
2071,business news on fortune,641,8,1.0,128.0
2072,wake up the Tesla car,194,8,129.0,241.0
2073,turn off my vacuum,161,8,242.0,339.0
2074,order me a iced white_mocha,133,8,340.0,482.0
2075,new howtogeek articles,455,8,483.0,600.0
2076,washington post 's world_views blog,365,8,601.0,783.0
2077,articles on lifehacker,443,8,784.0,901.0
2078,make a new linkedin post,298,9,1.0,137.0
2079,order me a black white_mocha,131,9,138.0,294.0
2080,a joke,596,9,295.0,341.0
2081,open my blinds for me,210,9,342.0,463.0
2082,youtube channels with category cooking,349,9,464.0,670.0
2083,my primary category emails,532,9,671.0,817.0
2084,open my window,55,9,818.0,904.0
