,command_name,command_id,pos_id,start_fr_id,end_fr_id
324,when I upload a photo to my timeline on facebook,1238,1,1.0,250.0
325,order me a iced drip_coffee,296,1,251.0,395.0
326,mac rumors,794,1,396.0,455.0
327,turn on my lg tv,123,1,456.0,545.0
328,my google drive files modified this week,1014,1,546.0,755.0
329,new books by stanford press,509,1,756.0,900.0
330,new newest onedrive files,545,2,1.0,131.0
331,help me open the window,6,2,132.0,252.0
332,add a picture to facebook,175,2,253.0,383.0
333,sports youtube channels,707,2,384.0,504.0
334,the speechiness of this song,991,2,505.0,650.0
335,ny times,673,2,651.0,696.0
336,extend the awnings,274,2,697.0,792.0
337,business insider news,930,2,793.0,903.0
338,turn the heating on,249,3,1.0,104.0
339,order uber,196,3,105.0,163.0
340,wall street journal articles in the technology section,772,3,164.0,442.0
341,articles in the washington post in section lifestyle,550,3,443.0,711.0
342,a quote,865,3,712.0,755.0
343,whether my vacuum is docked,553,3,756.0,899.0
344,make note of my weight on fitbit,288,4,1.0,161.0
345,wsj technology articles,846,4,162.0,277.0
346,when I have connectivity,1304,4,278.0,398.0
347,if the switch switches on,1436,4,399.0,524.0
348,news on huffpost,806,4,525.0,605.0
349,images from Imgur marked mature,1015,4,606.0,761.0
350,wall street journal opinions,847,4,762.0,902.0
351,a random poem,735,5,1.0,82.0
352,the google drive files i starred,823,5,83.0,259.0
353,make the vacuum pause cleaning,154,5,260.0,426.0
354,cs294s class slides,1006,5,427.0,538.0
355,when the awnings finish retracting,1232,5,539.0,725.0
356,when i post something to twitter,1417,5,726.0,902.0
357,when someone opens the door,1317,6,1.0,148.0
358,go back,127,6,149.0,196.0
359,when my sound sensor hears a noise,1457,6,197.0,379.0
360,washington post 's post_everything blog,426,6,380.0,587.0
361,when the smart plug is turned on or off,1150,6,588.0,795.0
362,imgur usersub viral,1037,6,796.0,903.0
363,if the fan is on or off,925,7,1.0,129.0
364,posts in the washington post capital_weather_gang blog,712,7,130.0,413.0
365,my onedrive files modified this week,352,7,414.0,607.0
366,the time signature,635,7,608.0,711.0
367,channels in category diy on youtube,817,7,712.0,900.0
368,the moment my shades are raised,1119,8,1.0,198.0
369,whether my plug is turned on,425,8,199.0,381.0
370,youtube channels with category news_and_politics,922,8,382.0,664.0
371,today 's articles in the new york times,454,8,665.0,902.0
372,wall street journal articles in the opinions section published in the last hour,767,9,1.0,419.0
373,youtube channels with category cooking,349,9,420.0,633.0
374,a random gif,918,9,634.0,717.0
375,upload a public picture to Imgur,293,9,718.0,901.0
