,command_name,command_id,pos_id,start_fr_id,end_fr_id
2237,when sunrise,1121,1,1.0,69.0
2238,once I leave the door open,1187,1,70.0,208.0
2239,close the window,261,1,209.0,297.0
2240,when the toilet gets occupied or becomes empty,1233,1,298.0,536.0
2241,the speechiness of the current song,453,1,537.0,720.0
2242,whether my damper is open or closed,976,1,721.0,904.0
2243,the liveness of the current track,695,2,1.0,185.0
2244,front page of huffpost,660,2,186.0,315.0
2245,from_tv youtube channels,668,2,316.0,455.0
2246,cat fun facts,921,2,456.0,540.0
2247,when the plug gets plugged,1324,2,541.0,690.0
2248,my icalendar events,809,2,691.0,805.0
2249,generate a meme,625,2,806.0,900.0
2250,play the next song on spotify,70,3,1.0,169.0
2251,add a song to my playlist,138,3,170.0,318.0
2252,post a picture on tumblr,111,3,319.0,462.0
2253,medium articles,869,3,463.0,561.0
2254,the liveness of this song,844,3,562.0,710.0
2255,when the heat sensor is heating up,1454,3,711.0,904.0
2256,when there is a new top stories on wired news,1399,4,1.0,230.0
2257,youtube channels with category comedy,582,4,231.0,420.0
2258,horse fun facts,486,4,421.0,500.0
2259,order me a white_mocha,322,4,501.0,615.0
2260,a nasa picture,744,4,616.0,690.0
2261,my dropbox quota,531,4,691.0,775.0
2262,change my slack presence,186,4,776.0,900.0
2263,when the location of some event changes on my icalendar,1065,5,1.0,283.0
2264,when i receive a direct message on twitter,1081,5,284.0,501.0
2265,when i receive an email on Gmail,1215,5,502.0,669.0
2266,news from abc,948,5,670.0,742.0
2267,the count of steps from fitbit,429,5,743.0,900.0
2268,cs294s class slides,1006,6,1.0,125.0
2269,when there is a new article in washington post,1343,6,126.0,385.0
2270,my top tracks,702,6,386.0,480.0
2271,posts in the washington post the_fix blog,896,6,481.0,715.0
2272,completed tasks from Wunderlist,567,6,716.0,900.0
2273,when there is a new article on the mozilla blog,1063,7,1.0,295.0
2274,when there is a new event detected on my security camera,1278,7,296.0,635.0
2275,youtube channels with category automotive,784,7,636.0,900.0
2276,when there is a new post on any of my rss feeds,1109,8,1.0,274.0
2277,youtube 's best_of_youtube channels,793,8,275.0,488.0
2278,puppy pictures,911,8,489.0,597.0
2279,when nba news updates,1315,8,598.0,741.0
2280,washington post opinions,906,8,742.0,900.0
2281,when the smart plug is turned on or off,1150,9,1.0,201.0
2282,cooking youtube channels,471,9,202.0,327.0
2283,whether my fan is oscillating or not,790,9,328.0,513.0
2284,the instrumentalness of this song,590,9,514.0,684.0
2285,tell my vacuum to start cleaning the house,28,9,685.0,900.0
