,command_name,command_id,pos_id,start_fr_id,end_fr_id
1332,emails arrived yesterday,598,1,1.0,134.0
1333,front page of huffpost,660,1,135.0,258.0
1334,when i make a new file in onedrive,1345,1,259.0,442.0
1335,abc news top stories,479,1,443.0,556.0
1336,when somebody emails me,1431,1,557.0,685.0
1337,lower the shades,283,1,686.0,779.0
1338,articles on lifehacker,443,1,780.0,903.0
1339,youtube channels with category animation,904,2,1.0,210.0
1340,whether my blinds are open or closed,867,2,211.0,400.0
1341,play an album,307,2,401.0,475.0
1342,the upbeatness of this track,887,2,476.0,625.0
1343,nyt,775,2,626.0,650.0
1344,hacker news front page,649,2,651.0,770.0
1345,youtube 's music channels,966,2,771.0,905.0
1346,when star wars news updates,1216,3,1.0,137.0
1347,web search,676,3,138.0,189.0
1348,when smoke is detected,1338,3,190.0,301.0
1349,donald trump's quote,476,3,302.0,403.0
1350,when the state of the lights changes,1381,3,404.0,585.0
1351,whether there is any smoke,740,3,586.0,717.0
1352,star wars news,378,3,718.0,789.0
1353,when i receive a tweet,1366,3,790.0,901.0
1354,once something is detected by the sound sensor,1092,4,1.0,241.0
1355,a plot from wolfram alpha,633,4,242.0,377.0
1356,the tempo of the current song,754,4,378.0,533.0
1357,youtube 's sports channels,339,4,534.0,674.0
1358,articles in the new york times arts section,732,4,675.0,900.0
1359,youtube 's beauty_and_fashion channels,424,5,1.0,193.0
1360,whether the window is shut,914,5,194.0,326.0
1361,order me a drip_coffee,16,5,327.0,439.0
1362,when i put up a new picture on instagram,1110,5,440.0,642.0
1363,make the awnings extend,19,5,643.0,760.0
1364,the space left on my dropbox,448,5,761.0,903.0
1365,when i log a new weight value on fitbit,1174,6,1.0,211.0
1366,a random horse fact,573,6,212.0,322.0
1367,when my shutters close,1138,6,323.0,448.0
1368,washington post local,622,6,449.0,569.0
1369,when there is a new top stories on wired news,1399,6,570.0,810.0
1370,medium articles,869,6,811.0,901.0
1371,open my window for me,255,7,1.0,109.0
1372,when any of my rss subscriptions update,1129,7,110.0,308.0
1373,my dropbox files in some folder,402,7,309.0,467.0
1374,the blog right_turn of the washington post,879,7,468.0,681.0
1375,tell me a joke,387,7,682.0,755.0
1376,articles on the mozilla blog,507,7,756.0,899.0
1377,whether the switch is on or off,768,8,1.0,183.0
1378,a trump quote,341,8,184.0,276.0
1379,update my linkedin,81,8,277.0,394.0
1380,order me a macchiato,323,8,395.0,522.0
1381,when my fan gets switched off,1115,8,523.0,695.0
1382,nasa 's astronomy picture of the day,583,8,696.0,903.0
1383,when there is a new tweet in my timeline,1236,9,1.0,201.0
1384,user-submitted images in Imgur,803,9,202.0,352.0
1385,make the vacuum stop,151,9,353.0,453.0
1386,youtube channels with category lifestyle,588,9,454.0,654.0
1387,when my switch turns on,1240,9,655.0,770.0
1388,once anyone opens the door,1223,9,771.0,901.0
