,command_name,command_id,pos_id,start_fr_id,end_fr_id
846,when stanford press publishes a new book,1367,1,1.0,224.0
847,my top tracks,702,1,225.0,313.0
848,when the smoke clears,1311,1,314.0,442.0
849,when the state of my battery changes,1411,1,443.0,646.0
850,post a picture on tumblr,111,1,647.0,790.0
851,when sun goes down,1418,1,791.0,904.0
852,once my fan starts or stops oscillating,1413,2,1.0,203.0
853,a picture from giphy,398,2,204.0,311.0
854,the Imgur front page,427,2,312.0,419.0
855,go back to the last song,157,2,420.0,547.0
856,when the motion sensor sees something move,1070,2,548.0,765.0
857,make a blog post on tumblr,197,2,766.0,903.0
858,the blog politics of the washington post,852,3,1.0,207.0
859,get status of my current ride,447,3,208.0,359.0
860,when everyone leaves the room,1195,3,360.0,511.0
861,increase volume on my speaker,15,3,512.0,663.0
862,when nobody is using the toilet,1100,3,664.0,825.0
863,skip this song,184,3,826.0,902.0
864,a piece of animal trivia,401,4,1.0,126.0
865,create a file in google drive,128,4,127.0,277.0
866,when someone is in the living room,1182,4,278.0,453.0
867,switch off the vacuum,126,4,454.0,564.0
868,create a new text file in onedrive,42,4,565.0,740.0
869,upload a picture to my facebook,67,4,741.0,901.0
870,recommended channels in youtube,951,5,1.0,168.0
871,a random xkcd,789,5,169.0,246.0
872,ask the vacuum to start cleaning,221,5,247.0,419.0
873,when the sound sensor stops hearing anything,1334,5,420.0,652.0
874,when there is a new post on any of my rss feeds,1109,5,653.0,900.0
875,tell my vacuum cleaner to stop,72,6,1.0,154.0
876,is the current song an instrumental,779,6,155.0,333.0
877,put the curtains up,183,6,334.0,432.0
878,latest mashable news,386,6,433.0,536.0
879,when my security camera detects motion,1323,6,537.0,730.0
880,upload a private picture to Imgur,285,6,731.0,899.0
881,order me a iced macchiato,314,7,1.0,126.0
882,my linkedin profile,490,7,127.0,222.0
883,raise volume on my bluetooth speaker,27,7,223.0,403.0
884,the health section of the new york times,758,7,404.0,604.0
885,skip this song on spotify,276,7,605.0,730.0
886,whether the door is open or closed,497,7,731.0,901.0
887,when fortune publishes a news,1373,8,1.0,161.0
888,my oldest onedrive files,1003,8,162.0,297.0
889,the moment the blinds are put up,1429,8,298.0,473.0
890,turn on my security camera,316,8,474.0,619.0
891,when there is a person in front of my security camera,1221,8,620.0,900.0
892,tell the vacuum to return to base,84,9,1.0,172.0
893,when the heat sensor is cooling down,1279,9,173.0,359.0
894,whether my vacuum getting charged,650,9,360.0,531.0
895,world washington post 's articles,776,9,532.0,703.0
896,if my fan is oscillating or stationary,394,9,704.0,900.0
