,command_name,command_id,pos_id,start_fr_id,end_fr_id
2387,turn off my Tesla car air-conditioner,278,1,1.0,186.0
2388,p_query_location},556,1,187.0,272.0
2389,my google drive files,663,1,273.0,378.0
2390,turn on my fan,136,1,379.0,449.0
2391,my contacts,670,1,450.0,505.0
2392,when matrix67 publishes something new,1350,1,506.0,691.0
2393,youtube channels with category recommended,623,1,692.0,902.0
2394,copy a picture to my onedrive,46,2,1.0,149.0
2395,articles on how-to geek,769,2,150.0,268.0
2396,channels in category recommended on youtube,893,2,269.0,487.0
2397,whether the bedroom is occupied or empty,709,2,488.0,691.0
2398,close the shutters,100,2,692.0,785.0
2399,pull the curtains open,263,2,786.0,899.0
2400,sports channels in youtube,412,3,1.0,146.0
2401,when i log a new weight value on fitbit,1174,3,147.0,357.0
2402,posts in the washington post capital_weather_gang blog,712,3,358.0,643.0
2403,search on bing,886,3,644.0,729.0
2404,when the shades finish lowering,1161,3,730.0,900.0
2405,youtube channels with category tech,696,4,1.0,193.0
2406,raise the shades,121,4,194.0,291.0
2407,the moment my shades are raised,1119,4,292.0,464.0
2408,decrease volume on my speaker,13,4,465.0,627.0
2409,turn on my security camera,316,4,628.0,775.0
2410,whoever opens the door,1310,4,776.0,903.0
2411,articles on nature issue,734,5,1.0,126.0
2412,fox pictures,381,5,127.0,192.0
2413,youtube 's tech channels,629,5,193.0,318.0
2414,my onedrive files in reverse alphabetical order,457,5,319.0,559.0
2415,stop the fan from turning,225,5,560.0,690.0
2416,when I extend my awnings,1088,5,691.0,816.0
2417,huffington posts,977,5,817.0,902.0
2418,mark me as away on slack,289,6,1.0,133.0
2419,when I have enough battery,1363,6,134.0,276.0
2420,put the blinds up,71,6,277.0,374.0
2421,make a new tumblr picture post,264,6,375.0,537.0
2422,open the damper,247,6,538.0,625.0
2423,when there is a person in front of my security camera,1221,6,626.0,903.0
2424,today 's articles in the new york times,454,7,1.0,208.0
2425,when gamespot updates,1188,7,209.0,326.0
2426,when there is a new video from youtube channels I follow,1378,7,327.0,619.0
2427,when the air smells smokey,1440,7,620.0,762.0
2428,when there is no internet,1468,7,763.0,900.0
2429,make my lg tv louder,149,8,1.0,107.0
2430,set my speaker as sink,190,8,108.0,224.0
2431,the health section of the new york times,758,8,225.0,431.0
2432,the sports section of the new york times,770,8,432.0,638.0
2433,when my window closes,1333,8,639.0,750.0
2434,if the door is open or closed,874,8,751.0,902.0
2435,the space I have on dropbox,1041,9,1.0,150.0
2436,if I extended the awning,815,9,151.0,285.0
2437,raise the damper,141,9,286.0,380.0
2438,top stories on time magazine,787,9,381.0,535.0
2439,when the curtains are put up,1327,9,536.0,690.0
2440,when any of my rss subscriptions update,1129,9,691.0,900.0
