,command_name,command_id,pos_id,start_fr_id,end_fr_id
1161,order me a black flat_white,53,1,1.0,147.0
1162,tell the vacuum to return to base,259,1,148.0,324.0
1163,latest gamespot news,825,1,325.0,436.0
1164,the liveness of this song,886,1,437.0,573.0
1165,how upbeat is this song,552,1,574.0,700.0
1166,color loop the lights,93,1,701.0,817.0
1167,blog on medium,914,1,818.0,899.0
1168,wall street journal us_business,788,2,1.0,157.0
1169,a plot,541,2,158.0,189.0
1170,move the fan,27,2,190.0,251.0
1171,how speechlike is the current song,495,2,252.0,423.0
1172,lower the damper,67,2,424.0,505.0
1173,national washington post 's articles,770,2,506.0,687.0
1174,top stories on time magazine,378,2,688.0,829.0
1175,techcrunch news,969,2,830.0,906.0
1176,the blog politics of the washington post,682,3,1.0,205.0
1177,a trump quote,350,3,206.0,275.0
1178,comedy youtube channels,461,3,276.0,395.0
1179,order me a black latte,219,3,396.0,510.0
1180,my dropbox files in reverse alphabetical order,649,3,511.0,745.0
1181,wall street journal world_news,974,3,746.0,900.0
1182,from_tv youtube channels,382,4,1.0,123.0
1183,the new york times science section,943,4,124.0,296.0
1184,the acousticness of the current track,484,4,297.0,484.0
1185,omlet messages,766,4,485.0,557.0
1186,turn off my switch,209,4,558.0,650.0
1187,if my heat sensor is hot,660,4,651.0,773.0
1188,trump quote,801,4,774.0,831.0
1189,a random quote,908,4,832.0,904.0
1190,post a picture on tumblr,30,5,1.0,134.0
1191,wall street journal articles in the markets section published in the last hour,968,5,135.0,538.0
1192,snail fun facts,464,5,539.0,627.0
1193,tell me a joke,536,5,628.0,711.0
1194,dog pictures,498,5,712.0,785.0
1195,my fitbit step count,819,5,786.0,899.0
1196,make a new facebook post,240,6,1.0,158.0
1197,my onedrive files in reverse alphabetical order,1039,6,159.0,431.0
1198,the state of my battery,332,6,432.0,584.0
1199,set my hvac to heat_cool,115,6,585.0,742.0
1200,my oldest onedrive files,1014,6,743.0,900.0
1201,articles in the new york times travel section,670,7,1.0,226.0
1202,how danceable is the current track,748,7,227.0,397.0
1203,youtube 's recommended channels,644,7,398.0,553.0
1204,raise the volume of my lg tv,310,7,554.0,694.0
1205,fox pictures,917,7,695.0,755.0
1206,youtube 's animation channels,528,7,756.0,901.0
1207,the free space i have on dropbox,407,8,1.0,170.0
1208,sports washington post 's articles,372,8,171.0,350.0
1209,my contact's info,585,8,351.0,445.0
1210,star wars news,546,8,446.0,525.0
1211,order me a black white_mocha,110,8,526.0,675.0
1212,wiki call for paper,358,8,676.0,780.0
1213,add this to my playlist,247,8,781.0,905.0
1214,recommended channels in youtube,896,9,1.0,164.0
1215,order me a iced latte,197,9,165.0,278.0
1216,new books published by stanford press,444,9,279.0,472.0
1217,close the awning,201,9,473.0,561.0
1218,wsj technology articles,749,9,562.0,685.0
1219,youtube channels with category recommended,537,9,686.0,904.0
