,command_name,command_id,pos_id,start_fr_id,end_fr_id
996,images from Imgur that are safe-for-work,352,1,1.0,208.0
997,the blog capital_weather_gang of the washington post,817,1,209.0,476.0
998,the blog world_views of the washington post,727,1,477.0,699.0
999,latest nba news,791,1,700.0,782.0
1000,new tips on lifehacker,794,1,783.0,900.0
1001,images from Imgur marked mature,663,2,1.0,159.0
1002,the space left on my dropbox,471,2,160.0,303.0
1003,make a meme,844,2,304.0,362.0
1004,the number of steps from fitbit,647,2,363.0,521.0
1005,my emails,1048,2,522.0,570.0
1006,how dancey is this song,885,2,571.0,689.0
1007,order me a espresso,275,2,690.0,788.0
1008,hacker news front page,773,2,789.0,902.0
1009,put the curtains down,4,3,1.0,117.0
1010,diy channels in youtube,505,3,118.0,244.0
1011,open my shades,217,3,245.0,326.0
1012,on the switch,320,3,327.0,403.0
1013,articles on lifehacker,736,3,404.0,525.0
1014,whether I have enough battery,718,3,526.0,682.0
1015,the business section of the new york times,932,3,683.0,904.0
1016,the new york times health section,353,4,1.0,174.0
1017,front page of huffington post,720,4,175.0,328.0
1018,youtube 's tech channels,965,4,329.0,457.0
1019,articles on medium,940,4,458.0,556.0
1020,mature images from Imgur,693,4,557.0,685.0
1021,youtube 's film_and_entertainment channels,923,4,686.0,904.0
1022,turn on the lights,69,5,1.0,99.0
1023,washington post 's morning_mix blog,568,5,100.0,283.0
1024,turn the heating off,178,5,284.0,392.0
1025,fox pictures,917,5,393.0,461.0
1026,channels in category cooking on youtube,1016,5,462.0,665.0
1027,if I opened the shutters,361,5,666.0,794.0
1028,switch on the switch,48,5,795.0,903.0
1029,if there is gas leaking,534,6,1.0,129.0
1030,articles in the washington post in section business,566,6,130.0,398.0
1031,tell my vacuum cleaner to stop,36,6,399.0,562.0
1032,color loop the lights,93,6,563.0,681.0
1033,a fact about dog,678,6,682.0,775.0
1034,articles on how to geek,892,6,776.0,904.0
1035,news on star wars,898,7,1.0,91.0
1036,the science section of the new york times,548,7,92.0,302.0
1037,put the damper down,139,7,303.0,403.0
1038,whether the sound sensor is detecting sound or not,723,7,404.0,659.0
1039,articles in the new york times business section,598,7,660.0,900.0
1040,wsj markets articles,364,8,1.0,104.0
1041,whether the sensor is detecting smoke,814,8,105.0,293.0
1042,play something on my bluetooth speaker,211,8,294.0,487.0
1043,set my bluetooth speaker as default,244,8,488.0,666.0
1044,youtube 's lifestyle channels,742,8,667.0,815.0
1045,a fact about cat,1010,8,816.0,899.0
1046,youtube 's automotive channels,601,9,1.0,169.0
1047,go back,129,9,170.0,223.0
1048,wall street journal markets,555,9,224.0,377.0
1049,youtube 's comedy channels,334,9,378.0,526.0
1050,if the vacuum is turned on or off,986,9,527.0,710.0
1051,my files in dropbox,933,9,711.0,824.0
1052,the holidays,466,9,825.0,903.0
