,command_name,command_id,pos_id,start_fr_id,end_fr_id
613,upload a picture to my facebook,74,1,1.0,162.0
614,my google drive files modified this week,494,1,163.0,369.0
615,if my damper is open or closed,588,1,370.0,526.0
616,switch on the vacuum,100,1,527.0,633.0
617,all meme templates,671,1,634.0,730.0
618,the new york times sports section,470,1,731.0,902.0
619,skip this song on spotify,70,2,1.0,142.0
620,the speechiness of the current song,399,2,143.0,334.0
621,play some music on spotify,321,2,335.0,481.0
622,how energetic is the current song,842,2,482.0,663.0
623,whether my fan is on or off,394,2,664.0,815.0
624,turn the ac on,210,2,816.0,902.0
625,order me a macchiato,3,3,1.0,128.0
626,articles in the new york times us section,874,3,129.0,361.0
627,youtube channels with category comedy,375,3,362.0,574.0
628,time magazine top stories,989,3,575.0,727.0
629,the new york times us section,733,3,728.0,900.0
630,get the temperature of my Tesla car,556,4,1.0,201.0
631,turn on my fan,87,4,202.0,297.0
632,open my awning for me,114,4,298.0,428.0
633,a picture from nasa curiosity,633,4,429.0,599.0
634,new york times,469,4,600.0,695.0
635,important emails,909,4,696.0,801.0
636,close my shades,43,4,802.0,902.0
637,my google drive files in reverse alphabetical order,614,5,1.0,309.0
638,youtube channels with category lifestyle,900,5,310.0,563.0
639,shut down my security camera,162,5,564.0,757.0
640,switch off the fan,117,5,758.0,901.0
641,whether the gas sensor is detecting any gas,839,6,1.0,273.0
642,file on github,976,6,274.0,401.0
643,channels in category animation on youtube,424,6,402.0,664.0
644,the danceability of the current song,816,6,665.0,902.0
645,whether my switch is switched on or switched off,912,7,1.0,244.0
646,latest posts in all my rss subscriptions,420,7,245.0,448.0
647,flash the Tesla car,236,7,449.0,547.0
648,how positive is this song,739,7,548.0,676.0
649,upload a picture to tumblr,112,7,677.0,810.0
650,a random dog fact,421,7,811.0,899.0
651,my dropbox quota,833,8,1.0,82.0
652,wall street journal articles in the lifestyle section published in the last hour,992,8,83.0,484.0
653,a picture from giphy,875,8,485.0,586.0
654,TED videos,746,8,587.0,638.0
655,youtube 's animation channels,528,8,639.0,785.0
656,if my battery has power,570,8,786.0,902.0
657,my oldest google drive files,1009,9,1.0,145.0
658,my files in google drive,696,9,146.0,270.0
659,wsj technology articles,749,9,271.0,390.0
660,my dropbox files in reverse alphabetical order,649,9,391.0,625.0
661,the currently playing song,970,9,626.0,760.0
662,latest posts on an rss feed,344,9,761.0,900.0
