,command_name,command_id,pos_id,start_fr_id,end_fr_id
270,send a message on slack,64,1,1.0,144.0
271,time estimate for uber,602,1,145.0,283.0
272,curiosity rover,628,1,284.0,387.0
273,posts in the washington post right_turn blog,713,1,388.0,636.0
274,open my curtains for me,216,1,637.0,780.0
275,raise the curtains,214,1,781.0,899.0
276,my onedrive files created this week,922,2,1.0,190.0
277,posts in the washington post the_fix blog,1033,2,191.0,410.0
278,the valence of this track,658,2,411.0,550.0
279,ask my vacuum to return to base,9,2,551.0,720.0
280,if my shutters are open or closed,345,2,721.0,900.0
281,the loudness of the current song,780,3,1.0,166.0
282,best_of_youtube channels in youtube,587,3,167.0,347.0
283,charge the vacuum,304,3,348.0,438.0
284,my google contacts,348,3,439.0,534.0
285,the power state of my lights,944,3,535.0,680.0
286,search on bing,667,3,681.0,756.0
287,recommended youtube channels,659,3,757.0,902.0
288,imgur usersub viral,517,4,1.0,97.0
289,wall street journal,834,4,98.0,194.0
290,cat fun facts,755,4,195.0,261.0
291,my recent instagram pictures,346,4,262.0,403.0
292,automotive channels in youtube,560,4,404.0,555.0
293,whether my awnings are open or closed,717,4,556.0,742.0
294,washington post 's the_fix blog,983,4,743.0,899.0
295,the Imgur front page,481,5,1.0,101.0
296,turn on shuffle,80,5,102.0,177.0
297,the count of steps from fitbit,503,5,178.0,328.0
298,trump quote,801,5,329.0,384.0
299,order me a flat_white,142,5,385.0,490.0
300,help me open the window,251,5,491.0,606.0
301,raise the shades,92,5,607.0,687.0
302,increase the volume on my bluetooth speaker,97,5,688.0,903.0
303,order me a iced macchiato,84,6,1.0,139.0
304,new books by stanford press,804,6,140.0,288.0
305,my twitter dms,935,6,289.0,372.0
306,whether the motion sensor is detecting any movement,751,6,373.0,641.0
307,describe a picture,1044,6,642.0,745.0
308,wall street journal opinions,982,6,746.0,899.0
309,tweets in my timeline,740,7,1.0,113.0
310,top stories on bbc news,707,7,114.0,236.0
311,order me a caramel_macchiato,104,7,237.0,384.0
312,turn off my security camera,192,7,385.0,527.0
313,posts in the washington post compost blog,530,7,528.0,740.0
314,open the window,198,7,741.0,823.0
315,open my blinds,289,7,824.0,901.0
316,an aphorism,920,8,1.0,62.0
317,stop my fan from oscillating,149,8,63.0,209.0
318,my primary category emails,798,8,210.0,346.0
319,film_and_entertainment channels in youtube,907,8,347.0,563.0
320,play a playlist,183,8,564.0,645.0
321,my schedule on icalendar,708,8,646.0,772.0
322,web search,704,8,773.0,829.0
323,a random fact,846,8,830.0,901.0
324,the steps i have taken,440,9,1.0,112.0
325,science channels in youtube,821,9,113.0,249.0
326,post a picture on twitter,143,9,250.0,376.0
327,posts in the washington post morning_mix blog,445,9,377.0,603.0
328,put the curtains up,206,9,604.0,700.0
329,a picture from curiosity,646,9,701.0,822.0
330,play my spotify,167,9,823.0,899.0
