,command_name,command_id,pos_id,start_fr_id,end_fr_id
828,youtube 's music channels,479,1,1.0,134.0
829,youtube channels with category from_tv,769,1,135.0,333.0
830,the temperature in the room,887,1,334.0,477.0
831,the linguistic analysis of a sentence,771,1,478.0,671.0
832,whether the living room is occupied or empty,492,1,672.0,900.0
833,repeat this song,158,2,1.0,101.0
834,wall street journal articles in the technology section published in the last hour,450,2,102.0,527.0
835,a random piece of wisdom,419,2,528.0,668.0
836,help me on my fan,83,2,669.0,774.0
837,set my speaker louder,132,2,775.0,900.0
838,switch off the vacuum,123,3,1.0,115.0
839,open my window for me,1,3,116.0,230.0
840,news_and_politics channels in youtube,768,3,231.0,425.0
841,if the door is open or closed,729,3,426.0,580.0
842,raise the blinds,322,3,581.0,670.0
843,play an album,54,3,671.0,745.0
844,ask my vacuum to stop cleaning,13,3,746.0,905.0
845,from_tv youtube channels,382,4,1.0,137.0
846,how upbeat is this song,552,4,138.0,269.0
847,news on techcrunch,351,4,270.0,376.0
848,post on slack,296,4,377.0,458.0
849,lower the curtains,314,4,459.0,565.0
850,move the fan,27,4,566.0,642.0
851,animation channels in youtube,873,4,643.0,804.0
852,oscillate my fan,313,4,805.0,901.0
853,if my curtains are open or closed,600,5,1.0,191.0
854,stop the fan from swinging,37,5,192.0,347.0
855,set my speaker as sink,46,5,348.0,483.0
856,emails arrived in the last hour,583,5,484.0,664.0
857,news on nature,362,5,665.0,760.0
858,log my weight on fitbit,299,5,761.0,901.0
859,washington post 's politics blog,866,6,1.0,163.0
860,channels in category news_and_politics on youtube,371,6,164.0,411.0
861,my onedrive files that were created most recently,474,6,412.0,659.0
862,off the fan,109,6,660.0,717.0
863,the front page of the new york times,1019,6,718.0,900.0
864,generate a caption for a picture,535,7,1.0,165.0
865,change my slack presence,47,7,166.0,290.0
866,a random giphy,391,7,291.0,365.0
867,channels in category lifestyle on youtube,335,7,366.0,575.0
868,my starred google drive files,962,7,576.0,725.0
869,the lexical analysis of a sentence,388,7,726.0,900.0
870,a fact about snail,519,8,1.0,102.0
871,gamespot news,966,8,103.0,179.0
872,youtube 's diy channels,441,8,180.0,306.0
873,upload a private picture to Imgur,68,8,307.0,483.0
874,the state of my tesla car ,1000,8,484.0,625.0
875,latest techcrunch news,656,8,626.0,747.0
876,copy a picture to my onedrive,263,8,748.0,904.0
877,my google drive files created this week,426,9,1.0,205.0
878,the list of all memes,457,9,206.0,320.0
879,order me a iced mocha,141,9,321.0,435.0
880,the space I have on dropbox,894,9,436.0,580.0
881,channels in category recommended on youtube,521,9,581.0,805.0
882,posts on facebook,868,9,806.0,900.0
