,command_name,command_id,pos_id,start_fr_id,end_fr_id
1675,mature images from Imgur,693,1,1.0,121.0
1676,create a playlist,96,1,122.0,207.0
1677,send a message on slack,64,1,208.0,323.0
1678,instagram pictures on my account,482,1,324.0,484.0
1679,posts in the washington post fact_checker blog,954,1,485.0,715.0
1680,washington post 's post_partisan blog,641,1,716.0,901.0
1681,beauty_and_fashion youtube channels,787,2,1.0,186.0
1682,time estimate for uber,602,2,187.0,307.0
1683,if the switch is turned on or turned off,590,2,308.0,518.0
1684,if anything was detected by my sound sensor,805,2,519.0,744.0
1685,if the door is open or closed,729,2,745.0,900.0
1686,whether the heat sensor is warm or cold,512,3,1.0,199.0
1687,order uber,126,3,200.0,253.0
1688,if the toilet is being used,980,3,254.0,392.0
1689,my files in google drive,696,3,393.0,516.0
1690,the time signature of the current track,1007,3,517.0,715.0
1691,whether my shades are open or closed,1043,3,716.0,899.0
1692,whether the awning is extended or retracted,625,4,1.0,219.0
1693,turn off my vacuum cleaner,51,4,220.0,353.0
1694,diy youtube channels,870,4,354.0,457.0
1695,open my window for me,1,4,458.0,566.0
1696,a random picture of a dog,867,4,567.0,695.0
1697,business insider news,463,4,696.0,804.0
1698,my twitter messages,741,4,805.0,903.0
1699,youtube 's gaming channels,835,5,1.0,154.0
1700,new howtogeek articles,398,5,155.0,288.0
1701,news on business insider,994,5,289.0,432.0
1702,order me a macchiato,3,5,433.0,556.0
1703,new york times articles published this week,374,5,557.0,795.0
1704,animal fun facts,542,5,796.0,899.0
1705,reddit front page posts published in the last hour,428,6,1.0,279.0
1706,latest posts on matrix sixty seven,349,6,280.0,478.0
1707,whether my plug is turned on,837,6,479.0,647.0
1708,articles on how-to geek,716,6,648.0,791.0
1709,news on gamespot,759,6,792.0,900.0
1710,channels I am subscribed to on youtube,714,7,1.0,198.0
1711,my steps from fitbit,550,7,199.0,306.0
1712,resume my spotify,22,7,307.0,399.0
1713,news on techcrunch,351,7,400.0,497.0
1714,my appointments,504,7,498.0,580.0
1715,my onedrive files,1026,7,581.0,673.0
1716,order me a caramel_macchiato,104,7,674.0,821.0
1717,my gmail inbox,680,7,822.0,899.0
1718,order me a iced americano,203,8,1.0,151.0
1719,make the vacuum start cleaning,150,8,152.0,327.0
1720,tweet a picture,186,8,328.0,428.0
1721,wsj us_business articles,456,8,429.0,574.0
1722,change the minimum and maximum temperatures on my thermostat,147,8,575.0,900.0
1723,latest posts on an rss feed,344,9,1.0,149.0
1724,whether my vacuum is on or off,404,9,150.0,313.0
1725,user-submitted images in Imgur,902,9,314.0,477.0
1726,a random trump quote,462,9,478.0,591.0
1727,unmute my lg tv,16,9,592.0,680.0
1728,posts in the washington post politics blog,763,9,681.0,904.0
