,command_name,command_id,pos_id,start_fr_id,end_fr_id
1446,front page of huffpost,613,1,1.0,117.0
1447,play an artist,225,1,118.0,194.0
1448,unmute my lg webos tv,287,1,195.0,306.0
1449,news on huffington post,573,1,307.0,428.0
1450,articles in the washington post in section lifestyle,744,1,429.0,695.0
1451,bring in the shutters,295,1,696.0,807.0
1452,all meme templates,671,1,808.0,904.0
1453,latest slashdot news,782,2,1.0,107.0
1454,channels in category lifestyle on youtube,335,2,108.0,319.0
1455,trump's quote,725,2,320.0,391.0
1456,if my damper is open or closed,588,2,392.0,548.0
1457,turn on repeat,29,2,549.0,625.0
1458,switch off the switch,254,2,626.0,737.0
1459,latest articles by ars technica,949,2,738.0,899.0
1460,Are my Tesla's doors locked? ,677,3,1.0,157.0
1461,whether I have enough battery,718,3,158.0,314.0
1462,youtube channels with category comedy,375,3,315.0,511.0
1463,random trump quote,877,3,512.0,613.0
1464,lower the blinds,257,3,614.0,705.0
1465,songs in my playlist,1042,3,706.0,817.0
1466,close my damper,59,3,818.0,904.0
1467,turn on my light bulb,226,4,1.0,119.0
1468,phdcomics posts,722,4,120.0,208.0
1469,skip this song on spotify,70,4,209.0,347.0
1470,order me a iced caramel_mocha,172,4,348.0,506.0
1471,channels in category comedy on youtube,532,4,507.0,710.0
1472,youtube channels with category paid,612,4,711.0,899.0
1473,emails arrived today,360,5,1.0,127.0
1474,shut off my lg tv,31,5,128.0,239.0
1475,washington post 's politics blog,866,5,240.0,426.0
1476,politics washington post 's articles,619,5,427.0,633.0
1477,wake up the Tesla car,106,5,634.0,765.0
1478,articles on lifehacker,736,5,766.0,902.0
1479,today 's articles in the new york times,343,6,1.0,220.0
1480,articles on howtogeek,747,6,221.0,350.0
1481,if I opened the shutters,361,6,351.0,495.0
1482,a plot from wolframalpha,596,6,496.0,640.0
1483,a random horse fact,679,6,641.0,760.0
1484,a random gif from giphy,561,6,761.0,900.0
1485,the danceability of the current song,816,7,1.0,188.0
1486,open the damper,58,7,189.0,271.0
1487,have my security camera start recording,130,7,272.0,474.0
1488,an interesting factoid about snail,384,7,475.0,652.0
1489,whether my vacuum is switched on or switched off,493,7,653.0,900.0
1490,latest star wars news,655,8,1.0,107.0
1491,can you switch on my fan,188,8,108.0,229.0
1492,play the next song,65,8,230.0,321.0
1493,channels I follow on youtube,507,8,322.0,463.0
1494,turn my fan,21,8,464.0,520.0
1495,whether there is any smoke,675,8,521.0,652.0
1496,channels in category news_and_politics on youtube,371,8,653.0,899.0
1497,retract the awnings,154,9,1.0,97.0
1498,posts on matrix sixty seven,972,9,98.0,234.0
1499,close the shutters,318,9,235.0,326.0
1500,washington post world,903,9,327.0,433.0
1501,if the battery is low or normal,705,9,434.0,590.0
1502,my schedule on icalendar,708,9,591.0,712.0
1503,flash the lights,324,9,713.0,794.0
1504,paid youtube channels,638,9,795.0,901.0
