,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1743,help me turn off my kitchen fan,664,1,1.0,183.0,31
1744,my onedrive files modified today,88,1,184.0,371.0,32
1745,politics washington post's articles,704,1,372.0,579.0,36
1746,WSJ lifestyle articles,1215,1,580.0,717.0,22
1747,my schedule,342,1,718.0,800.0,11
1748,a giphy picture,545,1,801.0,903.0,15
1749,channels in category recommended on youtube,734,2,1.0,220.0,43
1750,washington post's morning mix blog,1206,2,221.0,400.0,35
1751,raise the entrance blinds,771,2,401.0,530.0,25
1752,on the fan for me,716,2,531.0,620.0,17
1753,switch off my bedroom switch,998,2,621.0,765.0,28
1754,a random fox,435,2,766.0,830.0,12
1755,mashable news,1232,2,831.0,900.0,13
1756,close my damper,396,3,1.0,99.0,15
1757,trump quote,1135,3,100.0,178.0,11
1758,the energy of this song,280,3,179.0,317.0,23
1759,set on the lights,932,3,318.0,426.0,17
1760,the state of the entrance motion sensor,1069,3,427.0,645.0,39
1761,add song Jingle Bells to my playlist Dance mood,1097,3,646.0,904.0,47
1762,upload a picture to facebook,1113,4,1.0,144.0,28
1763,articles on life hacker,1002,4,145.0,263.0,23
1764,news on star wars,287,4,264.0,352.0,17
1765,please turn on the fan,216,4,353.0,466.0,22
1766,movie details,294,4,467.0,535.0,13
1767,the power state of the light bulb,531,4,536.0,704.0,33
1768,the time signature of the current track,31,4,705.0,903.0,39
1769,science channels in youtube,1060,5,1.0,149.0,27
1770,log my weight on fitbit,596,5,150.0,278.0,23
1771,science youtube channels,525,5,279.0,412.0,24
1772,add Despacito to my playlist Sad songs,249,5,413.0,621.0,39
1773,three pictures from curiosity rover,874,5,622.0,810.0,35
1774,turn off the fan,595,5,811.0,904.0,16
1775,set my HVAC to cool,290,6,1.0,101.0,19
1776,latest papers in category Mathematics on arxiv,402,6,102.0,337.0,46
1777,latest popular science news,886,6,338.0,478.0,27
1778,the messages i got on twitter,262,6,479.0,629.0,29
1779,add song Rolling in the deep to my playlist Sad songs,81,6,630.0,900.0,53
1780,news on techcrunch,248,7,1.0,110.0,18
1781,wall street journal articles in the opinions section,406,7,111.0,390.0,52
1782,SFW images from Imgur,16,7,391.0,515.0,21
1783,completed tasks from To do list from the last ten days on Wunderlist,925,7,516.0,900.0,73
1784,latest fortune news,823,8,1.0,125.0,19
1785,the upbeatness of this track,1061,8,126.0,295.0,28
1786,a random XKCD,32,8,296.0,390.0,13
1787,wall street journal,528,8,391.0,515.0,19
1788,my security camera live feed,955,8,516.0,685.0,28
1789,set volume on my speaker to hundred percents,671,8,686.0,900.0,37
1790,NASA's astronomy picture of the day,846,9,1.0,181.0,36
1791,my calendar schedule,212,9,182.0,282.0,20
1792,put a picture on facebook,195,9,283.0,408.0,25
1793,posts on matrix sixty seven,116,9,409.0,544.0,27
1794,the direct messages i received on twitter,780,9,545.0,750.0,41
1795,ask my vacuum cleaner to pause,571,9,751.0,901.0,30
