,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
142,mathematical trivia about pi,576,1,1.0,143.0,28
143,lower the entrance shades,814,1,144.0,271.0,25
144,the first three instagram pictures on my account,60,1,272.0,514.0,48
145,articles in the washington post in section business,714,1,515.0,772.0,51
146,power off the bedroom fan,983,1,773.0,900.0,25
147,movie details,294,2,1.0,67.0,13
148,my fitbit step count,51,2,68.0,169.0,20
149,my dropbox files in alphabetical order,423,2,170.0,361.0,38
150,on my vacuum,1019,2,362.0,423.0,12
151,open my window,114,2,424.0,495.0,14
152,bring in the shutters,75,2,496.0,602.0,21
153,imgur usersub rising,486,2,603.0,704.0,20
154,help me turn off the dining room switch,296,2,705.0,901.0,39
155,keep my curtains,697,3,1.0,85.0,16
156,posts on matrix sixty seven blog,1267,3,86.0,250.0,32
157,stories on macrumors,161,3,251.0,355.0,20
158,the key of the current track,245,3,356.0,500.0,28
159,order me a mocha,330,3,501.0,585.0,16
160,add Jingle Bells to Dance mood on Spotify,97,3,586.0,795.0,41
161,washington post world,1196,3,796.0,905.0,21
162,add Jingle Bells to Favourite songs on Spotify,1037,4,1.0,276.0,46
163,news and politics channels in youtube,556,4,277.0,507.0,37
164,mute my LG webos tv,1201,4,508.0,648.0,19
165,set the power on my security camera to on,717,4,649.0,899.0,41
166,the blog post partisan of the washington post,615,5,1.0,238.0,45
167,add Rolling in the deep to Sad songs on Spotify,431,5,239.0,486.0,47
168,turn on my switch,736,5,487.0,584.0,17
169,resume my Spotify,19,5,585.0,682.0,17
170,Wunderlist lists,605,5,683.0,780.0,17
171,turn on my LG webos tv,696,5,781.0,903.0,22
172,go to ten seconds,278,6,1.0,95.0,17
173,today's articles in the new york times,1195,6,96.0,300.0,39
174,the step count from fitbit,937,6,301.0,440.0,26
175,bing image search,1149,6,441.0,535.0,17
176,imgur usersub viral,473,6,536.0,640.0,19
177,what is the weather tomorrow,1142,6,641.0,790.0,28
178,songs in my playlist,48,6,791.0,900.0,20
179,posts on matrix sixty seven,116,7,1.0,147.0,27
180,when a new paper is published in category Mathematics on arxiv,1287,7,148.0,469.0,62
181,how dancey is the song Jingle Bells,517,7,470.0,656.0,35
182,washington post's compost blog,1288,7,657.0,823.0,31
183,dog fun facts,718,7,824.0,900.0,13
184,washington post's the fix blog,1001,8,1.0,163.0,31
185,youtube's from tv channels,909,8,164.0,306.0,27
186,my google drive files in reverse alphabetical order,298,8,307.0,569.0,51
187,news on mashable,1233,8,570.0,657.0,16
188,the blog post everything of the washington post,424,8,658.0,900.0,47
189,articles in the new york times technology section,1126,9,1.0,268.0,49
190,channels in category science on youtube,1187,9,269.0,486.0,39
191,completed tasks from Homework list from the last three days on Wunderlist,619,9,487.0,899.0,78
