,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
2515,my google drive files smaller than one gigabyte,362,1,1.0,241.0,47
2516,on my vacuum,1019,1,242.0,307.0,12
2517,articles on howtogeek,1189,1,308.0,418.0,21
2518,put the entrance blinds up,15,1,419.0,554.0,26
2519,on Spotify play Rolling in the deep,508,1,555.0,735.0,35
2520,help me turn off my entrance fan,490,1,736.0,901.0,32
2521,ask the vacuum to start cleaning,38,2,1.0,169.0,32
2522,wall street journal articles in the technology section,201,2,170.0,448.0,54
2523,help me turn off the bedroom switch,135,2,449.0,632.0,35
2524,the liveness of Despacito,303,2,633.0,766.0,25
2525,power off the kitchen fan,419,2,767.0,900.0,25
2526,the liveness of the current song,953,3,1.0,198.0,32
2527,share a picture to the public Imgur gallery,837,3,199.0,451.0,43
2528,tech channels in youtube,674,3,452.0,609.0,24
2529,price of Bitcoin,523,3,610.0,727.0,16
2530,science channels in youtube,1060,3,728.0,900.0,27
2531,my instagram pictures that use filter Clarendon,992,4,1.0,258.0,47
2532,a cat picture,592,4,259.0,346.0,13
2533,raise the entrance shades,924,4,347.0,494.0,25
2534,paper in category Physics on arxiv,518,4,495.0,687.0,34
2535,channels in category comedy on youtube,494,4,688.0,900.0,38
2536,play the songs Jingle Bells on Spotify,86,5,1.0,192.0,38
2537,the number of steps from fitbit,100,5,193.0,349.0,31
2538,add Rolling in the deep to Favourite songs on Spotify,1257,5,350.0,616.0,53
2539,bring in the entrance shutters,0,5,617.0,768.0,30
2540,turn the bedroom switch on,1086,5,769.0,900.0,26
2541,the acousticness of Rolling in the deep,1127,6,1.0,204.0,39
2542,upload a NSFW picture to Imgur,598,6,205.0,363.0,30
2543,set my HVAC to cool,290,6,364.0,467.0,19
2544,unmute my LG tv,117,6,468.0,551.0,15
2545,the danceability of the song Despacito,637,6,552.0,750.0,38
2546,switch off my kitchen switch,900,6,751.0,899.0,28
2547,turn on my vacuum cleaner for me,17,7,1.0,164.0,32
2548,techcrunch news,229,7,165.0,243.0,15
2549,tell my vacuum cleaner to stop,740,7,244.0,397.0,30
2550,the valence of this song,940,7,398.0,521.0,24
2551,local washington post's articles,1100,7,522.0,690.0,33
2552,latest papers in category Physics on arxiv,1088,7,691.0,904.0,42
2553,turn off my fan,1198,8,1.0,121.0,15
2554,how upbeat is Rolling in the deep,377,8,122.0,332.0,33
2555,play the song Despacito on Spotify,484,8,333.0,548.0,34
2556,how positive is Rolling in the deep,309,8,549.0,769.0,35
2557,my contact's info,52,8,770.0,900.0,17
2558,set the volume of my bluetooth speaker to zero,1024,9,1.0,233.0,46
2559,set the low temperature to twenty three degrees on my thermostat and the high to twenty five degrees,1153,9,234.0,736.0,100
2560,images from Imgur User Submitted,949,9,737.0,899.0,32
