,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
386,shut the window,1159,1,1.0,77.0,15
387,the fitbit pedometer,213,1,78.0,179.0,20
388,wall street journal articles in the lifestyle section,132,1,180.0,446.0,53
389,how upbeat is Rolling in the deep,377,1,447.0,613.0,33
390,a random fox picture,636,1,614.0,715.0,20
391,turn my fan,417,1,716.0,772.0,11
392,turn off my kitchen switch,175,1,773.0,904.0,26
393,loop the color of the light bulb,192,2,1.0,173.0,32
394,the liveness of Rolling in the deep,82,2,174.0,361.0,35
395,science youtube channels,525,2,362.0,494.0,24
396,reduce the volume of my LG tv,723,2,495.0,652.0,29
397,images from Imgur with more than hundred points,1269,2,653.0,900.0,47
398,my onedrive files modified this week,948,3,1.0,198.0,36
399,my instagram pictures that have the Clarendon filter,534,3,199.0,476.0,52
400,my meeting schedule,939,3,477.0,589.0,19
401,front page of hacker news,1158,3,590.0,732.0,25
402,move the fan,1186,3,733.0,810.0,12
403,stop the vacuum,121,3,811.0,903.0,15
404,restore the volume on my LG tv,1167,4,1.0,172.0,30
405,order me a black espresso,168,4,173.0,319.0,25
406,add this to my playlist,1081,4,320.0,456.0,23
407,youtube channels i follow,738,4,457.0,603.0,25
408,the sports section of the new york times,1106,4,604.0,825.0,40
409,take a note,289,4,826.0,902.0,11
410,CS two nine four W class slides,110,5,1.0,165.0,31
411,articles in the washington post in section world,158,5,166.0,415.0,48
412,close my window,878,5,416.0,500.0,15
413,channels in category animation on youtube,1124,5,501.0,715.0,41
414,the humidity reported by thermostat,388,5,716.0,900.0,35
415,how energetic is Despacito,1226,6,1.0,221.0,26
416,the messages i got on twitter,262,6,222.0,457.0,29
417,the currently playing song,1011,6,458.0,678.0,26
418,turn off my vacuum cleaner,817,6,679.0,899.0,26
419,completed tasks from Work list from the last seven days on Wunderlist,338,7,1.0,380.0,74
420,please turn on the bedroom fan,1199,7,381.0,540.0,30
421,posts in the washington post post everything blog,242,7,541.0,795.0,49
422,what's on right now,683,7,796.0,900.0,19
423,play something on my speaker,849,8,1.0,154.0,28
424,wall street journal lifestyle,679,8,155.0,313.0,29
425,latest posts in all my RSS feeds,549,8,314.0,487.0,32
426,phd comics,173,8,488.0,551.0,10
427,order me a white mocha,1098,8,552.0,675.0,22
428,lower the entrance blinds,255,8,676.0,814.0,25
429,snail fun facts,505,8,815.0,903.0,15
430,automotive youtube channels,24,9,1.0,168.0,27
431,the key of the current song,94,9,169.0,336.0,27
432,translate to Russian,1151,9,337.0,469.0,20
433,switch off the kitchen vacuum,335,9,470.0,647.0,29
434,techcrunch news,229,9,648.0,755.0,15
435,new lifehacker articles,363,9,756.0,903.0,23
