,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
686,flash the kitchen lights,1298,1,1.0,130.0,24
687,some useless fact,1284,1,131.0,225.0,17
688,the instrumentalness of Jingle Bells,46,1,226.0,415.0,36
689,WSJ opinions articles,1210,1,416.0,530.0,21
690,post something on tumblr,386,1,531.0,660.0,24
691,ask my vacuum to stop cleaning,324,1,661.0,820.0,30
692,pause my vacuum,695,1,821.0,905.0,15
693,put the entrance damper up,70,2,1.0,157.0,26
694,articles in the washington post in section local,777,2,158.0,424.0,48
695,my google contacts,616,2,425.0,541.0,18
696,dog fun facts,718,2,542.0,633.0,13
697,completed tasks from Homework list on Wunderlist,973,2,634.0,900.0,48
698,the BPM of Rolling in the deep,1216,3,1.0,163.0,30
699,the BPM of Despacito,226,3,164.0,276.0,20
700,a fact about snail,375,3,277.0,379.0,18
701,some animated gif,833,3,380.0,477.0,17
702,add Jingle Bells to Dance mood on Spotify,97,3,478.0,695.0,41
703,turn off the light,474,3,696.0,798.0,18
704,start disco lights,318,3,799.0,901.0,18
705,set the low temperature to eighteen degrees on my thermostat and the high to twenty five degrees,896,4,1.0,503.0,96
706,the blog right turn of the washington post,18,4,504.0,736.0,42
707,top stories on time magazine,183,4,737.0,899.0,28
708,the sentiment of a sentence,1085,5,1.0,169.0,27
709,a picture from NASA curiosity,597,5,170.0,348.0,29
710,the loudness of Rolling in the deep,1224,5,349.0,557.0,35
711,order me a mocha,330,5,558.0,671.0,16
712,what happened in the year twenty twelve,864,5,672.0,900.0,39
713,business washington post's articles,341,6,1.0,215.0,36
714,channels in category animation on youtube,1124,6,216.0,455.0,41
715,my instagram pictures with filter Normal,444,6,456.0,690.0,40
716,channels in category diy on youtube,453,6,691.0,900.0,35
717,front page of huffington post,441,7,1.0,268.0,29
718,set temperature on my thermostat to twenty three degrees,562,7,269.0,671.0,56
719,set my speaker louder,1156,7,672.0,899.0,21
720,wall street journal articles in the technology section published in the last hour,115,8,1.0,419.0,81
721,lower the entrance blinds,255,8,420.0,558.0,25
722,order me a drip coffee,1260,8,559.0,682.0,22
723,play an artist,795,8,683.0,766.0,14
724,youtube's tech channels,578,8,767.0,900.0,24
725,youtube channels with category music,1225,9,1.0,199.0,36
726,wall street journal,528,9,200.0,313.0,19
727,send a message on slack,134,9,314.0,447.0,23
728,help me open the entrance shutters,901,9,448.0,636.0,34
729,add Rolling in the deep to my playlist Sad songs,625,9,637.0,900.0,49
