,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
588,the new york times front page,959,1,1.0,157.0,29
589,go back,662,1,158.0,204.0,7
590,on the vacuum,1090,1,205.0,281.0,13
591,my contacts on google,641,1,282.0,398.0,21
592,the blog right turn of the washington post,18,1,399.0,620.0,42
593,business news on fortune,163,1,621.0,752.0,24
594,Wall street journal markets,725,1,753.0,899.0,27
595,move the bedroom fan,1181,2,1.0,118.0,20
596,what happened in twenty nineteen,694,2,119.0,296.0,32
597,post something on my tumblr blog,533,2,297.0,474.0,32
598,a joke,1293,2,475.0,522.0,6
599,halt my oscillating bedroom fan,919,2,523.0,695.0,31
600,channels in category comedy on youtube,494,2,696.0,903.0,38
601,set temperature on my thermostat to eighteen degrees,409,3,1.0,261.0,52
602,some useless fact,1284,3,262.0,347.0,17
603,order me an espresso,1281,3,348.0,443.0,19
604,wall street journal articles in the technology section,201,3,444.0,714.0,54
605,the energy of level the current track,119,3,715.0,900.0,37
606,my three recent instagram pictures,793,4,1.0,173.0,34
607,decrease the volume of my LG tv,1174,4,174.0,331.0,31
608,the energy of Despacito,430,4,332.0,449.0,23
609,causes channels in youtube,816,4,450.0,582.0,26
610,the state of the entrance motion sensor,1069,4,583.0,780.0,39
611,breaking news on fortune,645,4,781.0,903.0,24
612,the google drive files i starred,326,5,1.0,176.0,32
613,make the fan turn,815,5,177.0,277.0,17
614,is this song dancey,492,5,278.0,388.0,19
615,flash the kitchen lights,1298,5,389.0,524.0,24
616,lower the curtains,1152,5,525.0,630.0,18
617,make my LG tv louder,1242,5,631.0,746.0,20
618,recommended youtube channels,796,5,747.0,902.0,28
619,play the album Parachutes,127,6,1.0,145.0,25
620,my three latest instagram pictures,111,6,146.0,335.0,34
621,the loudness of Rolling in the deep,1224,6,336.0,530.0,35
622,tasks from Homework list from the last seven days from Wunderlist,888,6,531.0,900.0,70
623,latest business insider news,1279,7,1.0,150.0,28
624,off the fan,98,7,151.0,215.0,11
625,ten dog pictures,985,7,216.0,305.0,16
626,post something on facebook,899,7,306.0,445.0,26
627,a random name,751,7,446.0,520.0,13
628,gamespot news,618,7,521.0,595.0,13
629,mark me as away on slack,787,7,596.0,725.0,24
630,photos in album Family on facebook,962,7,726.0,905.0,34
631,trivia about seven,500,8,1.0,113.0,18
632,popular science articles,4,8,114.0,256.0,24
633,turn off my bedroom switch,895,8,257.0,409.0,26
634,set the low temperature to twenty degrees on my thermostat and the high to twenty five degrees,1141,8,410.0,902.0,94
635,my newest google drive files,1064,9,1.0,145.0,28
636,youtube's sports channels,514,9,146.0,280.0,26
637,off the vacuum,622,9,281.0,355.0,14
638,three pictures from curiosity rover,874,9,356.0,535.0,35
639,my google drive files in alphabetical order,1023,9,536.0,755.0,43
640,add this song to my playlist,876,9,756.0,900.0,28
