,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
486,youtube's film and entertainment channels,489,1,1.0,266.0,42
487,my google drive files of type doc,167,1,267.0,487.0,33
488,add the album Meteora to my playlist,483,1,488.0,723.0,36
489,a random piece of wisdom,784,1,724.0,899.0,24
490,play the songs Rolling in the deep on Spotify,323,2,1.0,253.0,45
491,send an email to somebody,997,2,254.0,406.0,25
492,my primary category emails,575,2,407.0,564.0,26
493,add  the currently playing song to my playlist Favourite songs,1068,2,565.0,902.0,62
494,the blog wonkblog of the washington post,1056,3,1.0,202.0,40
495,washington post's morning mix blog,1206,3,203.0,379.0,35
496,name a baby,969,3,380.0,436.0,11
497,pull the entrance curtains open,129,3,437.0,593.0,31
498,make my security camera stop recording,327,3,594.0,785.0,38
499,youtube's DIY channels,1231,3,786.0,902.0,23
500,how dancey is Despacito,471,4,1.0,124.0,23
501,sports channels in youtube,1248,4,125.0,263.0,26
502,set the power on my security camera to off,799,4,264.0,482.0,42
503,make a twitter post,685,4,483.0,586.0,19
504,mozilla blogs,800,4,587.0,660.0,13
505,channels in category best of youtube on youtube,581,4,661.0,904.0,47
506,important emails,108,5,1.0,84.0,16
507,youtube channels with category lifestyle,774,5,85.0,288.0,40
508,add Jingle Bells to Sad songs,825,5,289.0,437.0,29
509,switch off my dining room switch,537,5,438.0,601.0,32
510,add Despacito to Sad songs on Spotify,14,5,602.0,790.0,37
511,create a new playlist,142,5,791.0,899.0,21
512,cooking youtube channels,1259,6,1.0,122.0,24
513,articles on the mozilla blog,286,6,123.0,264.0,28
514,the danceability of the song Rolling in the deep,890,6,265.0,506.0,48
515,paid youtube channels,1036,6,507.0,613.0,21
516,my weight from fitbit,1193,6,614.0,720.0,21
517,a math plot,1018,6,721.0,777.0,11
518,youtube's tech channels,578,6,778.0,899.0,24
519,retract the awnings,979,7,1.0,109.0,19
520,time estimate for uber,273,7,110.0,233.0,22
521,user-submitted images in Imgur,568,7,234.0,397.0,30
522,articles in the new york times health section,554,7,398.0,636.0,45
523,my files in dropbox,1000,7,637.0,745.0,19
524,youtube's animation channels,1280,7,746.0,904.0,29
525,I want to switch off the kitchen fan,472,8,1.0,199.0,36
526,the instrumentalness of song Despacito,428,8,200.0,408.0,38
527,new books published by stanford press,884,8,409.0,612.0,37
528,how dancey is the song Rolling in the deep,872,8,613.0,841.0,42
529,NY times,527,8,842.0,900.0,8
530,a random picture of a dog,410,9,1.0,147.0,25
531,NBA news,1092,9,148.0,209.0,8
532,play an album,334,9,210.0,296.0,13
533,latest papers in category Computer Science on arxiv,1250,9,297.0,573.0,51
534,turn off the vacuum cleaner,990,9,574.0,730.0,27
535,bring in the entrance shutters,0,9,731.0,902.0,30
