,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1953,channels I am subscribed to on youtube,984,1,1.0,280.0,38
1954,from tv youtube channels,855,1,281.0,490.0,24
1955,turn the bedroom switch on,1086,1,491.0,710.0,26
1956,BBC news top stories,947,1,711.0,900.0,20
1957,set the low temperature to eighteen degrees on my thermostat and the high to twenty five degrees,896,2,1.0,486.0,96
1958,the key of the current song,94,2,487.0,627.0,27
1959,my primary category emails,575,2,628.0,763.0,26
1960,turn off my bedroom switch,895,2,764.0,899.0,26
1961,a random name,751,3,1.0,67.0,13
1962,how dancey is Rolling in the deep,1121,3,68.0,234.0,33
1963,wired top stories,648,3,235.0,321.0,17
1964,add song Rolling in the deep to Sad songs,312,3,322.0,528.0,41
1965,switch off my switch,1208,3,529.0,630.0,20
1966,facts about pi,1241,3,631.0,702.0,14
1967,the acousticness of Rolling in the deep,1127,3,703.0,899.0,39
1968,off the switch,804,4,1.0,72.0,14
1969,stop turning the fan,673,4,73.0,174.0,20
1970,shut off my LG tv,181,4,175.0,261.0,17
1971,best of youtube channels in youtube,295,4,262.0,438.0,35
1972,play the playlist Favourite songs,1,4,439.0,605.0,33
1973,decrease volume on my speaker,653,4,606.0,752.0,29
1974,create a file in google drive,197,4,753.0,899.0,29
1975,news on huffpost,677,5,1.0,86.0,16
1976,CNN news top stories,1244,5,87.0,192.0,20
1977,close my shades,387,5,193.0,273.0,15
1978,songs in my playlist Sad songs,133,5,274.0,429.0,30
1979,images from Imgur,839,5,430.0,520.0,17
1980,world washington post's articles,1058,5,521.0,691.0,33
1981,tell the vacuum to return to base,665,5,692.0,862.0,33
1982,go back,662,5,863.0,903.0,7
1983,the health section of the new york times,126,6,1.0,209.0,40
1984,is my Tesla remotely accessible?,904,6,210.0,383.0,33
1985,paid channels in youtube,1101,6,384.0,512.0,24
1986,post something on facebook,899,6,513.0,651.0,26
1987,open my shades,67,6,652.0,730.0,14
1988,the acousticness of Jingle Bells,701,6,731.0,899.0,32
1989,the best images from the Internet,885,7,1.0,166.0,33
1990,the business section of the new york times,572,7,167.0,377.0,42
1991,open the awning,1049,7,378.0,453.0,15
1992,the new york times business section,639,7,454.0,629.0,35
1993,my contacts on google,641,7,630.0,735.0,21
1994,washington post's powerpost blog,1015,7,736.0,901.0,33
1995,post a picture on facebook,101,8,1.0,146.0,26
1996,completed tasks from Homework list on Wunderlist,973,8,147.0,402.0,48
1997,latest slashdot news,1275,8,403.0,518.0,20
1998,CS two nine four S slides,177,8,519.0,659.0,25
1999,completed tasks from To do list on Wunderlist,863,8,660.0,900.0,45
2000,turn on my vacuum,869,9,1.0,95.0,17
2001,articles on the mozilla blog,286,9,96.0,245.0,28
2002,pause my Spotify,877,9,246.0,335.0,16
2003,turn on my LG tv,612,9,336.0,425.0,16
2004,play the album Abbey Road,1147,9,426.0,560.0,25
2005,my instagram pictures that use filter Gingham,389,9,561.0,795.0,45
2006,turn the heating on,1091,9,796.0,900.0,19
