,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1898,add Jingle Bells to my playlist Favourite songs,364,1,1.0,242.0,48
1899,the travel section of the new york times,397,1,243.0,444.0,40
1900,my recent tweets,832,1,445.0,526.0,16
1901,film and entertainment channels in youtube,306,1,527.0,738.0,42
1902,the danceability of Jingle Bells,1045,1,739.0,900.0,32
1903,play the song Despacito,55,2,1.0,149.0,23
1904,turn shuffle on,401,2,150.0,258.0,15
1905,change my slack presence,447,2,259.0,412.0,24
1906,the energy of level the current track,119,2,413.0,631.0,37
1907,my instagram pictures that use filter Clarendon,992,2,632.0,900.0,47
1908,turn on my dining room switch for me,1052,3,1.0,182.0,36
1909,posts on matrix sixty seven blog,1267,3,183.0,344.0,32
1910,paid channels in youtube,1101,3,345.0,466.0,24
1911,post something on tumblr,386,3,467.0,588.0,24
1912,tasks from Work list on Wunderlist,68,3,589.0,760.0,34
1913,new york times,768,3,761.0,832.0,14
1914,on the switch,1110,3,833.0,899.0,13
1915,tasks from Homework list from the last ten days from Wunderlist,258,4,1.0,341.0,68
1916,my profile on linkedin,506,4,342.0,452.0,22
1917,turn the AC on,897,4,453.0,523.0,14
1918,how upbeat is Rolling in the deep,377,4,524.0,689.0,33
1919,omlet messages i received,747,4,690.0,815.0,25
1920,resume my Spotify,19,4,816.0,901.0,17
1921,move the kitchen fan,646,5,1.0,106.0,20
1922,how loud is Despacito,928,5,107.0,217.0,21
1923,set temperature on my thermostat to eighteen degrees,409,5,218.0,483.0,52
1924,switch off my dining room switch,537,5,484.0,649.0,32
1925,unmute my LG webos tv,1218,5,650.0,760.0,21
1926,Wall street journal markets,725,5,761.0,901.0,27
1927,music youtube channels,189,6,1.0,130.0,22
1928,add Jingle Bells to Sad songs on Spotify,786,6,131.0,350.0,40
1929,upload a NSFW picture to Imgur,598,6,351.0,520.0,30
1930,a random trump quote,634,6,521.0,640.0,20
1931,how dancey is this song,460,6,641.0,775.0,23
1932,open my awning for me,174,6,776.0,900.0,21
1933,youtube channels with category lifestyle,774,7,1.0,201.0,40
1934,put the entrance damper up,70,7,202.0,332.0,26
1935,my google drive files smaller than one gigabyte,362,7,333.0,568.0,47
1936,tasks from Work list from the last three days from Wunderlist,1038,7,569.0,899.0,66
1937,tasks from the last ten days from Wunderlist,952,8,1.0,247.0,49
1938,my three latest instagram pictures,111,8,248.0,419.0,34
1939,add Jingle Bells to my playlist Sad songs,53,8,420.0,631.0,42
1940,top stories on CNN news,1272,8,632.0,748.0,23
1941,the BPM of Rolling in the deep,1216,8,749.0,900.0,30
1942,put the entrance shades up,49,9,1.0,159.0,26
1943,posts in the washington post politics blog,96,9,160.0,398.0,42
1944,articles in the washington post in section opinions,623,9,399.0,682.0,51
1945,the state of the kitchen motion sensor,766,9,683.0,901.0,38
