,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
872,how speechlike is the current song,414,1,1.0,171.0,34
873,the blog post partisan of the washington post,615,1,172.0,397.0,45
874,is Despacito live,1033,1,398.0,483.0,17
875,a math plot,1018,1,484.0,539.0,11
876,channels in category comedy on youtube,494,1,540.0,730.0,38
877,play a song,1020,1,731.0,786.0,11
878,comedy youtube channels,922,1,787.0,902.0,23
879,Is my tesla car plugged in?,1165,2,1.0,142.0,28
880,a random cat picture,265,2,143.0,244.0,20
881,upload a public picture to Imgur,754,2,245.0,406.0,32
882,seek to fifty seconds in,933,2,407.0,528.0,24
883,channels in category sports on youtube,848,2,529.0,720.0,38
884,the time signature of song Despacito,840,2,721.0,902.0,36
885,tell my vacuum to start cleaning the house,206,3,1.0,214.0,42
886,raise the entrance blinds,771,3,215.0,343.0,25
887,my tweets,706,3,344.0,392.0,9
888,order me an iced americano,570,3,393.0,521.0,25
889,CS two nine four W class slides,110,3,522.0,680.0,31
890,update my facebook status,827,3,681.0,809.0,25
891,three dog pictures,1010,3,810.0,903.0,18
892,log my weight on fitbit,596,4,1.0,139.0,23
893,open my damper for me,1040,4,140.0,268.0,21
894,the temperature on my thermostat,179,4,269.0,452.0,32
895,channels in category science on youtube,1187,4,453.0,671.0,39
896,what happened in the year twenty nineteen,41,4,672.0,900.0,41
897,restore the volume on my LG tv,1167,5,1.0,155.0,30
898,add Jingle Bells to my playlist Sad songs,53,5,156.0,370.0,42
899,stop moving the kitchen fan,72,5,371.0,510.0,27
900,turn on my bedroom switch for me,23,5,511.0,675.0,32
901,a random poem,425,5,676.0,745.0,13
902,use Spotify to play some music,1104,5,746.0,900.0,30
903,set me as away on slack,5,6,1.0,168.0,23
904,my dropbox files in some folder,102,6,169.0,376.0,31
905,set the low temperature to twenty degrees on my thermostat and the high to twenty five degrees,1141,6,377.0,899.0,94
906,change the volume of my LG tv to zero,243,7,1.0,198.0,37
907,my contacts,445,7,199.0,266.0,11
908,increase volume on my speaker,92,7,267.0,424.0,29
909,switch off my entrance switch,1266,7,425.0,582.0,29
910,mathematical trivia about seven,1027,7,583.0,750.0,31
911,stop turning the kitchen fan,113,7,751.0,903.0,28
912,loop the color in my kitchen light bulb,299,8,1.0,196.0,39
913,wall street journal lifestyle,679,8,197.0,342.0,29
914,flip my switch off,515,8,343.0,433.0,18
915,the energy of this song,280,8,434.0,549.0,23
916,my body measurements from fitbit,504,8,550.0,710.0,32
917,images from Imgur User Submitted viral,450,8,711.0,901.0,38
918,turn on the lights,746,9,1.0,131.0,18
919,what happened in twenty twenty,526,9,132.0,322.0,30
920,shut up my LG tv,910,9,323.0,443.0,16
921,articles on nature issue,228,9,444.0,604.0,24
922,articles in the washington post in section opinions,623,9,605.0,900.0,51
