,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
2246,switch on the switch,1062,1,1.0,119.0,20
2247,set my bluetooth speaker as default,247,1,120.0,313.0,35
2248,order me a black americano,819,1,314.0,462.0,26
2249,youtube's automotive channels,1194,1,463.0,631.0,30
2250,my profile on linkedin,506,1,632.0,760.0,22
2251,send an email to somebody,997,1,761.0,904.0,25
2252,turn off the vacuum cleaner,990,2,1.0,184.0,27
2253,add Jingle Bells to my playlist Dance mood,538,2,185.0,448.0,43
2254,gaming youtube channels,920,2,449.0,612.0,23
2255,add Jingle Bells to my playlist Favourite songs,364,2,613.0,901.0,48
2256,articles in the washington post in section lifestyle,482,3,1.0,278.0,52
2257,wall street journal articles,915,3,279.0,436.0,28
2258,add a picture to facebook,936,3,437.0,579.0,25
2259,ask the vacuum to start cleaning,38,3,580.0,757.0,32
2260,make the bedroom fan turn,475,3,758.0,900.0,25
2261,skip to fifty seconds,1057,4,1.0,144.0,21
2262,on the dining room switch,809,4,145.0,308.0,25
2263,news and politics channels in youtube,556,4,309.0,532.0,37
2264,my linkedin profile,676,4,533.0,666.0,19
2265,open my window,114,4,667.0,775.0,14
2266,turn on the lights,746,4,776.0,904.0,18
2267,set the temperature to twenty three degrees on my thermostat,277,5,1.0,306.0,60
2268,articles in the washington post in section world,158,5,307.0,552.0,48
2269,open my blinds,611,5,553.0,628.0,14
2270,alert me by flashing the kitchen lights,1173,5,629.0,829.0,39
2271,on the vacuum,1090,5,830.0,900.0,13
2272,add Despacito to Dance mood on Spotify,978,6,1.0,199.0,38
2273,completed tasks from Work list from the last ten days on Wunderlist,451,6,200.0,568.0,72
2274,my onedrive files that were created most recently,1192,6,569.0,822.0,49
2275,puppy pictures,907,6,823.0,901.0,14
2276,a fact about cat,600,7,1.0,111.0,16
2277,change the temperature on my thermostat,271,7,112.0,337.0,39
2278,set my HVAC to cool,290,7,338.0,463.0,19
2279,how positive is Jingle Bells,413,7,464.0,634.0,28
2280,make a blog post on tumblr,1214,7,635.0,795.0,26
2281,close my blinds,436,7,796.0,901.0,15
2282,add the album Parachutes to my playlist,951,8,1.0,212.0,39
2283,popular science news,151,8,213.0,329.0,20
2284,the blog politics of the washington post,250,8,330.0,546.0,40
2285,the blog compost of the washington post,898,8,547.0,758.0,39
2286,stop the fan from turning,828,8,759.0,900.0,25
2287,gaming channels in youtube,762,9,1.0,138.0,26
2288,how dancey is Despacito,471,9,139.0,261.0,23
2289,open my awning for me,174,9,262.0,374.0,21
2290,my instagram pictures with filter Clarendon,621,9,375.0,597.0,43
2291,add whatever's playing to my playlist,462,9,598.0,790.0,37
2292,how loud is this song,930,9,791.0,903.0,21
