,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
2521,order me an iced latte,218,1,1.0,128.0,21
2522,switch off my switch,1208,1,129.0,251.0,20
2523,extend the awnings,138,1,252.0,364.0,18
2524,today's asteroid info,964,1,365.0,492.0,21
2525,stop turning the bedroom fan,853,1,493.0,655.0,28
2526,raise the entrance shades,924,1,656.0,803.0,25
2527,close my blinds,436,1,804.0,901.0,15
2528,the instrumentalness of Jingle Bells,46,2,1.0,207.0,36
2529,play the song Jingle Bells on Spotify,185,2,208.0,419.0,37
2530,raise the curtains,781,2,420.0,536.0,18
2531,channels in category diy on youtube,453,2,537.0,738.0,35
2532,NY times,527,2,739.0,805.0,8
2533,my twitter DMs,139,2,806.0,902.0,14
2534,youtube channels with category from tv,481,3,1.0,194.0,38
2535,value in usd of Ethereum,1191,3,195.0,318.0,24
2536,make the vacuum stop,131,3,319.0,422.0,20
2537,stop turning the kitchen fan,113,3,423.0,566.0,28
2538,a random poem,425,3,567.0,635.0,13
2539,my google drive files that were created most recently,585,3,636.0,904.0,53
2540,order me an iced americano,570,4,1.0,127.0,25
2541,add Jingle Bells to Favourite songs,421,4,128.0,304.0,35
2542,three dog pictures,1010,4,305.0,396.0,18
2543,set the power on my LG tv to on,698,4,397.0,553.0,31
2544,color loop the lights,1222,4,554.0,660.0,21
2545,turn the cooling system on,712,4,661.0,792.0,26
2546,paid youtube channels,1036,4,793.0,899.0,21
2547,an interesting factoid about dog,501,5,1.0,184.0,32
2548,the energy of Despacito,430,5,185.0,323.0,23
2549,how dancey is the song Despacito,829,5,324.0,507.0,32
2550,my emails on gmail,649,5,508.0,621.0,18
2551,update my facebook status,827,5,622.0,770.0,25
2552,my instagram pictures,986,5,771.0,899.0,21
2553,my body measurements from fitbit,504,6,1.0,164.0,32
2554,my google drive files of type JPG,149,6,165.0,333.0,33
2555,what happened in twenty nineteen,694,6,334.0,497.0,32
2556,the space left on my dropbox,791,6,498.0,641.0,28
2557,automotive channels in youtube,1274,6,642.0,795.0,30
2558,one Litecoin in dollars,470,6,796.0,904.0,21
2559,a random fox picture,636,7,1.0,109.0,20
2560,new newest onedrive files,488,7,110.0,243.0,25
2561,how danceable is this song,495,7,244.0,382.0,26
2562,the blog wonkblog of the washington post,1056,7,383.0,591.0,40
2563,what's on right now,683,7,592.0,695.0,19
2564,add Despacito to my playlist Dance mood,302,7,696.0,904.0,40
2565,add to playlist Favourite songs,73,8,1.0,159.0,31
2566,wall street journal technology,84,8,160.0,313.0,30
2567,my onedrive files created this week,353,8,314.0,492.0,35
2568,close my window,878,8,493.0,571.0,15
2569,washington post sports,317,8,572.0,685.0,22
2570,news from the best university in the world,437,8,686.0,899.0,42
2571,what happened in the year twenty twelve,864,9,1.0,234.0,39
2572,mark me as away on slack,787,9,235.0,393.0,24
2573,add song Despacito to Favourite songs,190,9,394.0,617.0,37
2574,raise the damper,1132,9,618.0,736.0,16
2575,power off the bedroom fan,983,9,737.0,900.0,25
