,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
436,images from Imgur User Submitted rising,22,1,1.0,199.0,39
437,washington post politics,720,1,200.0,323.0,24
438,add Despacito to Favourite songs,187,1,324.0,487.0,32
439,latest news by ars technica,550,1,488.0,626.0,27
440,save whatever's playing to my library,1047,1,627.0,815.0,37
441,turn off my LG tv,681,1,816.0,904.0,17
442,film and entertainment youtube channels,1125,2,1.0,226.0,39
443,add the album to my playlist Sad songs,371,2,227.0,447.0,38
444,three dog pictures,1010,2,448.0,568.0,18
445,set the temperature to twenty three degrees on my thermostat,277,2,569.0,899.0,60
446,youtube channels with category recommended,479,3,1.0,264.0,42
447,WSJ opinions articles,1210,3,265.0,423.0,21
448,order me a cappuccino,374,3,424.0,582.0,21
449,my recent tweets,832,3,583.0,716.0,16
450,turn the bedroom switch on,1086,3,717.0,900.0,26
451,set temperature on my thermostat to twenty three degrees,562,4,1.0,285.0,56
452,is the current song an instrumental,1236,4,286.0,465.0,35
453,put a picture on facebook,195,4,466.0,595.0,25
454,use Spotify to play some music,1104,4,596.0,750.0,30
455,a picture from NASA curiosity,597,4,751.0,900.0,29
456,five cat pictures,935,5,1.0,87.0,17
457,the business section of the new york times,572,5,88.0,299.0,42
458,posts in the washington post the fix blog,760,5,300.0,506.0,41
459,stop the fan from turning,828,5,507.0,633.0,25
460,honk the Tesla car,1044,5,634.0,725.0,18
461,my twitter DMs,139,5,726.0,797.0,14
462,open my awning for me,174,5,798.0,904.0,21
463,the health section of the new york times,126,6,1.0,217.0,40
464,set the volume of my bluetooth speaker to zero,1024,6,218.0,464.0,46
465,tweets in my timeline,811,6,465.0,586.0,21
466,play the next song,498,6,587.0,693.0,18
467,omlet messages,77,6,694.0,780.0,14
468,my unimportant emails,666,6,781.0,902.0,21
469,my lists from Wunderlist,968,7,1.0,168.0,25
470,return my vacuum to base,13,7,169.0,331.0,24
471,can you switch on my bedroom fan,729,7,332.0,534.0,32
472,help me on my kitchen fan,926,7,535.0,702.0,25
473,ask my vacuum to return to base,972,7,703.0,900.0,31
474,tasks from the last ten days from Wunderlist,952,8,1.0,256.0,49
475,slack channel history,981,8,257.0,372.0,21
476,turn shuffle on,401,8,373.0,458.0,15
477,add Rolling in the deep to Favourite songs on Spotify,1257,8,459.0,734.0,53
478,the time signature of Despacito,961,8,735.0,900.0,31
479,search on bing,1247,9,1.0,90.0,14
480,popular science news,151,9,91.0,210.0,20
481,turn on the lights,746,9,211.0,320.0,18
482,today's asteroid,368,9,321.0,420.0,16
483,instagram pictures on my account,606,9,421.0,600.0,32
484,order me an iced mocha,300,9,601.0,725.0,21
485,the liveness of the current song,953,9,726.0,905.0,32
