,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
332,the BPM of song Despacito,1202,1,1.0,135.0,25
333,youtube channels with category music,1225,1,136.0,325.0,36
334,turn off my light bulb,178,1,326.0,445.0,22
335,what happened in the year twenty twelve,864,1,446.0,650.0,39
336,automotive channels in youtube,1274,1,651.0,810.0,30
337,a gif from giphy,801,1,811.0,900.0,16
338,the acousticness of Despacito,1265,2,1.0,157.0,29
339,channels in category tech on youtube,1059,2,158.0,349.0,36
340,a plot from wolframalpha,164,2,350.0,481.0,24
341,top stories on wired news,1136,2,482.0,618.0,25
342,a translation to Russian,960,2,619.0,750.0,24
343,put the entrance curtains up,703,2,751.0,902.0,28
344,a random giphy,170,3,1.0,105.0,14
345,youtube channels with category lifestyle,774,3,106.0,340.0,40
346,translate to Spanish,546,3,341.0,475.0,20
347,honk my car horn,511,3,476.0,590.0,16
348,play the previous song,805,3,591.0,735.0,22
349,the energy of Jingle Bells,813,3,736.0,900.0,26
350,my instagram pictures that have the Normal filter,95,4,1.0,290.0,49
351,posts in the washington post politics blog,96,4,291.0,545.0,42
352,switch off my entrance switch,1266,4,546.0,735.0,29
353,oscillate my kitchen fan,251,4,736.0,900.0,24
354,completed tasks from Work list from the last seven days on Wunderlist,338,5,1.0,396.0,74
355,turn the entrance switch on,1077,5,397.0,557.0,27
356,youtube channels with category cooking,1283,5,558.0,773.0,38
357,the Imgur front page,1123,5,774.0,899.0,20
358,channels in category paid on youtube,1067,6,1.0,190.0,36
359,order me an iced macchiato,996,6,191.0,325.0,25
360,put the curtains up,210,6,326.0,430.0,19
361,put the damper down,843,6,431.0,535.0,19
362,star wars news,988,6,536.0,615.0,14
363,a random cat fact,54,6,616.0,710.0,17
364,the linguistic analysis of a sentence,329,6,711.0,905.0,37
365,make the bedroom fan swing,1209,7,1.0,141.0,26
366,time estimate for uber,273,7,142.0,262.0,22
367,the danceability of the song Jingle Bells,236,7,263.0,478.0,41
368,latest papers in category Mathematics on arxiv,402,7,479.0,719.0,46
369,order me a white mocha,1098,7,720.0,840.0,22
370,web search,1025,7,841.0,901.0,10
371,turn on my fan,1093,8,1.0,104.0,14
372,articles in the new york times world section,156,8,105.0,358.0,44
373,order me a black espresso,168,8,359.0,517.0,25
374,channels in category automotive on youtube,871,8,518.0,761.0,42
375,order me an iced mocha,300,8,762.0,900.0,21
376,the blog capital weather gang of the washington post,1204,9,1.0,272.0,52
377,NASA's APOD,385,9,273.0,344.0,12
378,my instagrams that use filter Normal,715,9,345.0,536.0,36
379,a fact about snail,375,9,537.0,638.0,18
380,new york times,768,9,639.0,720.0,14
381,set the volume of my LG tv to zero,103,9,721.0,902.0,34
