,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1119,wall street journal articles in the world news section published in the last hour,205,1,1.0,415.0,81
1120,play Adele,237,1,416.0,475.0,10
1121,youtube channels with category automotive,279,1,476.0,690.0,41
1122,my tasks on Wunderlist,439,1,691.0,810.0,22
1123,raise the shades,635,1,811.0,900.0,16
1124,set temperature on my thermostat to twenty three degrees,562,2,1.0,298.0,56
1125,add Despacito to Dance mood,8,2,299.0,451.0,27
1126,my recent tweets,832,2,452.0,549.0,16
1127,cooking youtube channels,1259,2,550.0,687.0,24
1128,the key of song Despacito,1154,2,688.0,830.0,25
1129,my playlist,252,2,831.0,903.0,11
1130,the lexical analysis of a sentence,240,3,1.0,189.0,34
1131,shut down the kitchen lights,1017,3,190.0,348.0,28
1132,latest mashable news,348,3,349.0,467.0,20
1133,honk the horn on my car,381,3,468.0,601.0,23
1134,loop the color of the light bulb,192,3,602.0,780.0,32
1135,the fitbit pedometer,213,3,781.0,899.0,20
1136,youtube's from tv channels,909,4,1.0,150.0,27
1137,oscillate my fan,733,4,151.0,245.0,16
1138,posts in the washington post powerpost blog,889,4,246.0,475.0,43
1139,turn my fan,417,4,476.0,545.0,11
1140,important emails,108,4,546.0,640.0,16
1141,five cat pictures,935,4,641.0,740.0,17
1142,user-submitted images in Imgur,568,4,741.0,905.0,30
1143,my oldest google drive files,1164,5,1.0,145.0,28
1144,WSJ lifestyle articles,1215,5,146.0,260.0,22
1145,add Despacito to Favourite songs,187,5,261.0,425.0,32
1146,file on github,28,5,426.0,500.0,14
1147,CS two nine four S class slides,820,5,501.0,660.0,31
1148,add Rolling in the deep to Sad songs,411,5,661.0,845.0,36
1149,a dad joke,399,5,846.0,900.0,10
1150,set the low temperature to eighteen degrees on my thermostat and the high to twenty five degrees,896,6,1.0,607.0,96
1151,can you switch on my entrance fan,446,6,608.0,899.0,33
1152,add  the currently playing song to my playlist Sad songs,916,7,1.0,297.0,56
1153,is Rolling in the deep instrumental,44,7,298.0,489.0,35
1154,is Rolling in the deep live,176,7,490.0,641.0,27
1155,switch on the switch,1062,7,642.0,758.0,20
1156,how positive is Despacito,1131,7,759.0,900.0,25
1157,add whatever's playing to my playlist,462,8,1.0,189.0,37
1158,wall street journal,528,8,190.0,288.0,19
1159,add song Jingle Bells to Favourite songs,655,8,289.0,492.0,40
1160,set the volume of my bluetooth speaker to fifty,971,8,493.0,731.0,47
1161,new playlist,1256,8,732.0,795.0,12
1162,slack channel history,981,8,796.0,904.0,21
1163,my onedrive files modified today,88,9,1.0,187.0,32
1164,play the playlist Dance mood,891,9,188.0,354.0,28
1165,please turn on the fan,216,9,355.0,491.0,22
1166,bring in the entrance shutters,0,9,492.0,668.0,30
1167,add a song to my playlist Favourite songs,493,9,669.0,900.0,41
