,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
290,washington post opinions,376,1,1.0,139.0,24
291,instagram pictures i uploaded,914,1,140.0,303.0,29
292,photos in album Friends on facebook,1263,1,304.0,497.0,35
293,youtube's music channels,1114,1,498.0,641.0,25
294,the liveness of Despacito,303,1,642.0,785.0,25
295,last slack messages,1297,1,786.0,899.0,19
296,wall street journal US business,844,2,1.0,168.0,31
297,create a playlist,384,2,169.0,266.0,17
298,raise the curtains,781,2,267.0,369.0,18
299,youtube channels with category from tv,481,2,370.0,572.0,38
300,turn off my security camera,203,2,573.0,720.0,27
301,order me a black caramel macchiato,124,2,721.0,903.0,34
302,images from Imgur User Submitted,949,3,1.0,184.0,32
303,copy a picture to my onedrive,824,3,185.0,353.0,29
304,close my curtains,1006,3,354.0,462.0,17
305,make the vacuum start cleaning,360,3,463.0,636.0,30
306,stop the bedroom fan from turning,561,3,637.0,825.0,33
307,my playlist,252,3,826.0,904.0,11
308,latest papers in category Physics on arxiv,1088,4,1.0,214.0,42
309,switch off the kitchen vacuum,335,4,215.0,363.0,29
310,help me switch on my vacuum,1120,4,364.0,502.0,27
311,some random trivia,1099,4,503.0,596.0,18
312,channels in category from tv on youtube,106,4,597.0,795.0,39
313,the Imgur front page,1123,4,796.0,899.0,20
314,add Jingle Bells to my playlist,1203,5,1.0,163.0,31
315,posts in the washington post the plum line blog,1162,5,164.0,406.0,47
316,facts about the year twenty nineteen,921,5,407.0,594.0,36
317,youtube channels with category recommended,479,5,595.0,812.0,42
318,ten dog pictures,985,5,813.0,900.0,16
319,keep my entrance curtains,628,6,1.0,126.0,25
320,the state of my tesla car,356,6,127.0,257.0,26
321,wall street journal articles in the lifestyle section,132,6,258.0,523.0,53
322,switch off my dining room switch,537,6,524.0,684.0,32
323,shut off my LG tv,181,6,685.0,770.0,17
324,Mac rumors,36,6,771.0,821.0,10
325,animal fun facts,1111,6,822.0,902.0,16
326,set my bluetooth speaker as default,247,7,1.0,184.0,35
327,youtube channels i follow,738,7,185.0,318.0,25
328,youtube channels with category best of youtube,1013,7,319.0,557.0,46
329,a fake name,1096,7,558.0,621.0,11
330,today's articles in the new york times,1195,7,622.0,825.0,39
331,file on github,28,7,826.0,904.0,14
332,paid channels in youtube,1101,8,1.0,125.0,24
333,photos in album Trips on facebook,9,8,126.0,295.0,33
334,post a picture on facebook,101,8,296.0,430.0,26
335,raise the entrance curtains,198,8,431.0,570.0,27
336,the state of my battery,604,8,571.0,690.0,23
337,youtube's DIY channels,1231,8,691.0,810.0,23
338,play Jingle Bells,958,8,811.0,900.0,17
339,turn my fan,417,9,1.0,129.0,11
340,turn the entrance switch on,1077,9,130.0,338.0,27
341,turn off the kitchen fan,449,9,339.0,532.0,24
342,set the temperature to twenty five degrees on my thermostat,157,9,533.0,901.0,59
