,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
293,set the low temperature to twenty three degrees on my thermostat and the high to twenty five degrees,1153,1,1.0,535.0,100
294,latest posts on a RSS feed,1276,1,536.0,705.0,27
295,my body measurements from fitbit,504,1,706.0,900.0,32
296,posts in the washington post powerpost blog,889,2,1.0,222.0,43
297,tweets in my timeline,811,2,223.0,334.0,21
298,is Despacito live,1033,2,335.0,426.0,17
299,latest articles by ars technica,989,2,427.0,588.0,31
300,play Jingle Bells on Spotify,390,2,589.0,735.0,28
301,open my entrance shutters for me,789,2,736.0,902.0,32
302,channels I follow on youtube,610,3,1.0,151.0,28
303,set the temperature between eighteen degrees and twenty degrees on my thermostat,783,3,152.0,562.0,80
304,ask my vacuum cleaner to pause,571,3,563.0,723.0,30
305,upload a mature picture to Imgure,927,3,724.0,899.0,33
306,the humidity reported by thermostat,388,4,1.0,184.0,35
307,help me turn off my fan,328,4,185.0,308.0,23
308,articles in the new york times health section,554,4,309.0,542.0,45
309,turn on the light,532,4,543.0,636.0,17
310,post a message on slack,1032,4,637.0,760.0,23
311,turn off the vacuum cleaner,990,4,761.0,904.0,27
312,play my playlist Sad songs,954,5,1.0,147.0,26
313,five pictures from curiosity rover,999,5,148.0,334.0,34
314,add the album Abbey Road to my playlist Favourite songs,10,5,335.0,626.0,55
315,from tv youtube channels,855,5,627.0,763.0,24
316,emails arrived yesterday,732,5,764.0,900.0,24
317,the instrumentalness of the current song,1094,6,1.0,208.0,40
318,latest posts in all my RSS feeds,549,6,209.0,376.0,32
319,on Spotify play Rolling in the deep,808,6,377.0,459.0,15
320,the blog right turn of the washington post,18,6,460.0,677.0,42
321,order me an iced cappuccino,852,6,678.0,815.0,26
322,honk my car horn,511,6,816.0,903.0,16
323,snail fun facts,505,7,1.0,76.0,15
324,set volume on my speaker to hundred percents,671,7,77.0,262.0,37
325,the first five instagram pictures on my account,1227,7,263.0,498.0,47
326,make a blog post on tumblr,1214,7,499.0,629.0,26
327,my onedrive files modified today,88,7,630.0,790.0,32
328,skip to thirty seconds,452,7,791.0,901.0,22
329,is this song dancey,492,8,1.0,102.0,19
330,flash the Tesla car,140,8,103.0,204.0,19
331,close my curtains,1006,8,205.0,296.0,17
332,the state of my heater,726,8,297.0,413.0,22
333,an RSS feed,1003,8,414.0,475.0,11
334,turn on my LG tv,612,8,476.0,562.0,16
335,start disco lights for my kitchen lights,579,8,563.0,769.0,40
336,add to playlist Dance mood,624,8,770.0,906.0,26
337,enable my security camera,109,9,1.0,150.0,25
338,upload a picture to tumblr,1294,9,151.0,305.0,26
339,generate a caption for a picture,1083,9,306.0,490.0,32
340,weather tomorrow,145,9,491.0,595.0,16
341,washington post's powerpost blog,1015,9,596.0,785.0,33
342,my BMI from fitbit,202,9,786.0,900.0,18
