,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1017,the time signature of the current song,607,1,1.0,201.0,38
1018,search images on bing,58,1,202.0,317.0,21
1019,songs in my playlist Dance mood,461,1,318.0,483.0,31
1020,posts on phdcomics,123,1,484.0,584.0,18
1021,play my playlist Dance mood,432,1,585.0,730.0,27
1022,posts on matrix sixty seven blog,1267,1,731.0,901.0,32
1023,my instagram pictures with filter Gingham,767,2,1.0,210.0,41
1024,Mac rumors,36,2,211.0,265.0,10
1025,lower the damper,602,2,266.0,350.0,16
1026,my onedrive files that were created most recently,1192,2,351.0,600.0,49
1027,request an uber,1075,2,601.0,685.0,16
1028,off the fan,98,2,686.0,745.0,11
1029,tell my vacuum cleaner to stop,740,2,746.0,900.0,30
1030,make the vacuum stop,131,3,1.0,107.0,20
1031,stop turning the bedroom fan,853,3,108.0,254.0,28
1032,blow the horn in my car,223,3,255.0,376.0,23
1033,add song Despacito to my playlist Favourite songs,631,3,377.0,628.0,49
1034,the world section of the new york times,365,3,629.0,830.0,39
1035,gamespot news,618,3,831.0,902.0,13
1036,open my window,114,4,1.0,82.0,14
1037,the instrumentalness of the current song,1094,4,83.0,294.0,40
1038,help me on my bedroom fan,866,4,295.0,431.0,25
1039,a random cat picture,265,4,432.0,543.0,20
1040,channels in category science on youtube,1187,4,544.0,750.0,39
1041,play Jingle Bells on Spotify,390,4,751.0,902.0,28
1042,the liveness of this song,749,5,1.0,136.0,25
1043,shuffle my Spotify,659,5,137.0,237.0,18
1044,order me a black americano,819,5,238.0,378.0,26
1045,what happened in twenty twelve,826,5,379.0,539.0,30
1046,how dancey is Rolling in the deep,1121,5,540.0,715.0,33
1047,the BPM of song Rolling in the deep,186,5,716.0,901.0,35
1048,songs in my playlist Sad songs,133,6,1.0,161.0,30
1049,animation channels in youtube,310,6,162.0,317.0,29
1050,the health section of the new york times,126,6,318.0,528.0,40
1051,flash the lights as alerts,256,6,529.0,669.0,26
1052,washington post's capital weather gang blog,304,6,670.0,900.0,44
1053,is my Tesla remotely accessible?,904,7,1.0,180.0,33
1054,ask the vacuum to start cleaning,38,7,181.0,355.0,32
1055,completed tasks from Homework list on Wunderlist,973,7,356.0,610.0,48
1056,wall street journal articles in the US business section,1230,7,611.0,900.0,55
1057,change the volume of my LG tv to hundred,347,8,1.0,203.0,40
1058,put the entrance shades down,152,8,204.0,346.0,28
1059,paid youtube channels,1036,8,347.0,454.0,21
1060,open my entrance blinds for me,332,8,455.0,607.0,30
1061,beauty and fashion youtube channels,1055,8,608.0,785.0,35
1062,WSJ technology articles,1253,8,786.0,903.0,23
1063,songs in my playlist Favourite songs,692,9,1.0,189.0,36
1064,WSJ markets articles,404,9,190.0,298.0,20
1065,washington post's morning mix blog,1206,9,299.0,482.0,35
1066,my google drive files of type JPG,149,9,483.0,656.0,33
1067,flip my entrance switch off,769,9,657.0,800.0,27
1068,a fact about horse,609,9,801.0,899.0,18
