,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
2337,a random picture of a dog,410,1,1.0,138.0,25
2338,youtube's animation channels,1280,1,139.0,296.0,29
2339,youtube's DIY channels,1231,1,297.0,424.0,23
2340,phd comics,173,1,425.0,487.0,10
2341,my instagram pictures that have the Normal filter applied,37,1,488.0,785.0,57
2342,one Litecoin in dollars,470,1,786.0,903.0,21
2343,add the album Meteora to my playlist Sad songs,1050,2,1.0,253.0,46
2344,latest posts in all my RSS feeds,549,2,254.0,436.0,32
2345,top stories on wired news,1136,2,437.0,584.0,25
2346,a gif,913,2,585.0,632.0,5
2347,add Rolling in the deep to my playlist Sad songs,625,2,633.0,900.0,49
2348,add the album Parachutes to my playlist Favourite songs,731,3,1.0,289.0,55
2349,switch off my bedroom switch,998,3,290.0,443.0,28
2350,the energy of level the current track,119,3,444.0,642.0,37
2351,make my LG tv louder,1242,3,643.0,756.0,20
2352,my twitter direct messages,1168,3,757.0,900.0,26
2353,add the album to my playlist Favourite songs,254,4,1.0,247.0,44
2354,slack messages i received in the last hour,1190,4,248.0,484.0,42
2355,play my playlist,469,4,485.0,591.0,16
2356,unmute my LG tv,117,4,592.0,693.0,15
2357,songs in my playlist Favourite songs,692,4,694.0,900.0,36
2358,reddit front page posts published in the last hour,193,5,1.0,257.0,50
2359,how energetic is Rolling in the deep,43,5,258.0,444.0,36
2360,the danceability of the current song,552,5,445.0,631.0,36
2361,the temperature on my thermostat,179,5,632.0,798.0,32
2362,turn the heating on,1091,5,799.0,900.0,19
2363,tasks from Work list from the last seven days from Wunderlist,946,6,1.0,525.0,66
2364,add the album Meteora to my playlist,483,6,526.0,900.0,36
2365,set the low temperature to twenty three degrees on my thermostat and the high to twenty five degrees,1153,7,1.0,525.0,100
2366,send an email to somebody,997,7,526.0,675.0,25
2367,top stories on ABC news,945,7,676.0,815.0,23
2368,talks on TED,215,7,816.0,900.0,12
2369,the count of steps from fitbit,722,8,1.0,216.0,30
2370,set the power on my security camera to on,717,8,217.0,487.0,41
2371,youtube channels with category DIY,830,8,488.0,723.0,34
2372,turn off my light bulb,178,8,724.0,899.0,22
2373,add Rolling in the deep to Favourite songs on Spotify,1257,9,1.0,284.0,53
2374,a random horse fact,78,9,285.0,398.0,19
2375,create a folder in dropbox,137,9,399.0,547.0,26
2376,articles in the new york times business section,1117,9,548.0,801.0,47
2377,raise the shades,635,9,802.0,900.0,16
