,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1310,add Rolling in the deep to my playlist Favourite songs,477,1,1.0,294.0,55
1311,my google drive files of type doc,167,1,295.0,478.0,33
1312,a random animal fact,222,1,479.0,597.0,20
1313,channels in category comedy on youtube,494,1,598.0,806.0,38
1314,phdcomics posts,1180,1,807.0,900.0,15
1315,the power state of my lights,1183,2,1.0,174.0,28
1316,my BMI from fitbit,202,2,175.0,298.0,18
1317,help me turn off the bedroom switch,135,2,299.0,507.0,35
1318,the blog capital weather gang of the washington post,1204,2,508.0,801.0,52
1319,Stanford news,246,2,802.0,900.0,13
1320,wall street journal articles in the world news section published in the last hour,205,3,1.0,441.0,81
1321,a random giphy,170,3,442.0,547.0,14
1322,turn on my kitchen switch for me,1200,3,548.0,743.0,32
1323,post a picture on tumblr,658,3,744.0,899.0,24
1324,set my thermostat to twenty five degrees,369,4,1.0,217.0,40
1325,repeat this song,1148,4,218.0,314.0,16
1326,channels in category gaming on youtube,99,4,315.0,521.0,38
1327,latest techcrunch news,1112,4,522.0,648.0,22
1328,make the bedroom fan swing,1209,4,649.0,795.0,26
1329,photos on facebook,155,4,796.0,902.0,18
1330,washington post's right turn blog,565,5,1.0,183.0,34
1331,the instrumentalness of this song,391,5,184.0,361.0,33
1332,upload a picture to Imgur,967,5,362.0,499.0,25
1333,my fitbit step count,51,5,500.0,612.0,20
1334,front page of hacker news,1158,5,613.0,750.0,25
1335,is Jingle Bells instrumental,1285,5,751.0,903.0,28
1336,open my damper for me,1040,6,1.0,127.0,21
1337,completed tasks from the last three days on Wunderlist,519,6,128.0,419.0,54
1338,turn off my vacuum cleaner,817,6,420.0,571.0,26
1339,news from american broadcasting company,752,6,572.0,788.0,39
1340,play the next song,498,6,789.0,900.0,18
1341,post a message on slack,1032,7,1.0,130.0,23
1342,the energy of song Rolling in the deep,191,7,131.0,335.0,38
1343,help me turn off the kitchen switch,340,7,336.0,525.0,35
1344,the weather outside,45,7,526.0,635.0,19
1345,add the album Parachutes to my playlist Dance mood,524,7,636.0,900.0,50
1346,the steps i have taken,856,8,1.0,115.0,22
1347,the instrumentalness of the current song,1094,8,116.0,320.0,40
1348,play the album Abbey Road,1147,8,321.0,450.0,25
1349,set my bluetooth speaker to zero percent,27,8,451.0,625.0,34
1350,all my RSS feeds,333,8,626.0,710.0,16
1351,wake up the Tesla car,807,8,711.0,820.0,21
1352,turn on my LG tv,612,8,821.0,905.0,16
1353,my dropbox files that changed most recently,25,9,1.0,225.0,43
1354,the state of the router,454,9,226.0,350.0,23
1355,mathematical trivia about pi,576,9,351.0,500.0,28
1356,facts about seven,1029,9,501.0,595.0,17
1357,bring in the entrance shutters,0,9,596.0,755.0,30
1358,the space I have on dropbox,1150,9,756.0,900.0,27
