,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
2486,can you switch on my bedroom fan,729,1,1.0,174.0,32
2487,bing search,775,1,175.0,243.0,11
2488,set the temperature to twenty five degrees on my thermostat,157,1,244.0,552.0,59
2489,emails arrived yesterday,732,1,553.0,686.0,24
2490,movie details,294,1,687.0,765.0,13
2491,make a new facebook post,923,1,766.0,899.0,24
2492,articles in the new york times health section,554,2,1.0,233.0,45
2493,upload a picture to my facebook,266,2,234.0,396.0,31
2494,dock my vacuum,232,2,397.0,474.0,14
2495,my instagram pictures with filter Gingham,767,2,475.0,687.0,41
2496,save this song,21,2,688.0,765.0,14
2497,turn off my kitchen switch,175,2,766.0,903.0,26
2498,the weather,755,3,1.0,148.0,11
2499,the number of steps from fitbit,100,3,149.0,396.0,31
2500,my dropbox files in alphabetical order,423,3,397.0,679.0,38
2501,create a folder in dropbox,137,3,680.0,902.0,26
2502,set the low temperature to eighteen degrees on my thermostat and the high to twenty degrees,259,4,1.0,545.0,91
2503,wall street journal articles in the lifestyle section,132,4,546.0,900.0,53
2504,the speechiness of song Jingle Bells,675,5,1.0,194.0,36
2505,horse fun facts,739,5,195.0,283.0,15
2506,the travel section of the new york times,397,5,284.0,497.0,40
2507,washington post local,521,5,498.0,616.0,21
2508,the instrumentalness of this song,391,5,617.0,795.0,33
2509,math facts about pi,420,5,796.0,904.0,19
2510,sports youtube channels,1223,6,1.0,132.0,23
2511,a random piece of wisdom,784,6,133.0,269.0,24
2512,the linguistic analysis of a sentence,329,6,270.0,471.0,37
2513,add Rolling in the deep to Sad songs on Spotify,431,6,472.0,723.0,47
2514,turn on my bedroom switch for me,23,6,724.0,900.0,32
2515,articles in the new york times sports section,207,7,1.0,238.0,45
2516,is Rolling in the deep instrumental,44,7,239.0,426.0,35
2517,articles in the new york times travel section,130,7,427.0,664.0,45
2518,make the fan oscillate,448,7,665.0,787.0,22
2519,a random trump quote,634,7,788.0,900.0,20
2520,bring in the entrance shutters,0,8,1.0,196.0,30
2521,turn off the bedroom fan,148,8,197.0,362.0,24
2522,music youtube channels,189,8,363.0,518.0,22
2523,add song Jingle Bells to Sad songs,956,8,519.0,734.0,34
2524,WSJ US business articles,1282,8,735.0,900.0,24
2525,the instrumentalness of song Rolling in the deep,66,9,1.0,255.0,48
2526,how dancey is the song Despacito,829,9,256.0,430.0,32
2527,switch off my entrance switch,1266,9,431.0,590.0,29
2528,the valence of this song,940,9,591.0,725.0,24
2529,the temperature on my thermostat,179,9,726.0,900.0,32
