,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1867,put the entrance shades down,152,1,1.0,146.0,28
1868,order me a black drip coffee,1160,1,147.0,292.0,28
1869,articles in the new york times business section,1117,1,293.0,533.0,47
1870,some gif from giphy,1128,1,534.0,634.0,19
1871,play David Bowie,1262,1,635.0,720.0,16
1872,play the songs Despacito on Spotify,1171,1,721.0,901.0,35
1873,a random picture of a dog,410,2,1.0,165.0,25
1874,time magazine top stories,1146,2,166.0,330.0,25
1875,posts in the washington post politics blog,96,2,331.0,580.0,42
1876,all my RSS feeds,333,2,581.0,700.0,16
1877,can you switch on my kitchen fan,728,2,701.0,900.0,32
1878,completed tasks from Homework list from the last ten days on Wunderlist,352,3,1.0,428.0,76
1879,the time signature of Jingle Bells,879,3,429.0,646.0,34
1880,set my thermostat to twenty three degrees,1108,3,647.0,899.0,41
1881,change the volume of my LG tv to hundred,347,4,1.0,221.0,40
1882,an interesting factoid about horse,1084,4,222.0,412.0,34
1883,add the album to my playlist Sad songs,371,4,413.0,623.0,38
1884,add Jingle Bells to Dance mood,276,4,624.0,794.0,30
1885,facts about three,418,4,795.0,900.0,17
1886,the time signature of song Despacito,840,5,1.0,188.0,36
1887,turn on the lights,746,5,189.0,286.0,18
1888,from tv youtube channels,855,5,287.0,414.0,24
1889,the blog capital weather gang of the washington post,1204,5,415.0,682.0,52
1890,add Jingle Bells to my playlist Sad songs,53,5,683.0,900.0,42
1891,set my speaker as sink,569,6,1.0,122.0,22
1892,NY times,527,6,123.0,174.0,8
1893,turn my fan,417,6,175.0,241.0,11
1894,the new york times US section,836,6,242.0,398.0,29
1895,my instagram pictures,986,6,399.0,515.0,21
1896,youtube's sports channels,514,6,516.0,657.0,26
1897,my linkedin profile,676,6,658.0,764.0,19
1898,add to playlist Sad songs,1245,6,765.0,901.0,25
1899,turn on my entrance switch for me,857,7,1.0,176.0,33
1900,is Jingle Bells live,499,7,177.0,287.0,20
1901,latest techcrunch news,1112,7,288.0,408.0,22
1902,the business section of the new york times,572,7,409.0,629.0,42
1903,the key of the current song,94,7,630.0,775.0,27
1904,open my curtains for me,803,7,776.0,901.0,23
1905,youtube channels with category beauty and fashion,136,8,1.0,247.0,49
1906,order me a macchiato,434,8,248.0,349.0,20
1907,order me a white mocha,1098,8,350.0,461.0,22
1908,my dropbox files,601,8,462.0,543.0,16
1909,what happened in twenty twenty,526,8,544.0,695.0,30
1910,my playlist,252,8,696.0,752.0,11
1911,wall street journal technology,84,8,753.0,904.0,30
1912,add song Despacito to Dance mood,1172,9,1.0,164.0,32
1913,front page of huffpost,1251,9,165.0,278.0,22
1914,lifestyle washington post's articles,154,9,279.0,467.0,37
1915,my instagrams that use filter Normal,715,9,468.0,651.0,36
1916,tasks from the last ten days from Wunderlist,952,9,652.0,900.0,49
