,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
994,open my entrance window for me,757,1,1.0,162.0,30
995,set my HVAC to cool,290,1,163.0,269.0,19
996,the instrumentalness of Rolling in the deep,654,1,270.0,496.0,43
997,my tasks on Wunderlist,439,1,497.0,618.0,22
998,youtube channels with category tech,560,1,619.0,805.0,35
999,play Jingle Bells,958,1,806.0,902.0,17
1000,news on huffpost,677,2,1.0,112.0,16
1001,one Litecoin in dollars,470,2,113.0,249.0,21
1002,the speechiness of Jingle Bells,782,2,250.0,436.0,31
1003,my instagrams that use filter Clarendon,321,2,437.0,663.0,39
1004,add this song to playlist Favourite songs,1249,2,664.0,900.0,41
1005,the energy of Rolling in the deep,944,3,1.0,173.0,33
1006,add song Despacito to my playlist Sad songs,798,3,174.0,396.0,43
1007,help me on my bedroom fan,866,3,397.0,529.0,25
1008,the first five instagram pictures on my account,1227,3,530.0,772.0,47
1009,make a new facebook post,923,3,773.0,900.0,24
1010,channels in category paid on youtube,1067,4,1.0,233.0,36
1011,how dancey is this song,460,4,234.0,401.0,23
1012,set the temperature between twenty three degrees and twenty five degrees on my thermostat,542,4,402.0,899.0,89
1013,tasks from To do list from the last seven days from Wunderlist,792,5,1.0,336.0,67
1014,washington post's powerpost blog,1015,5,337.0,502.0,33
1015,order me a black flat white,270,5,503.0,638.0,27
1016,completed tasks from the last ten days on Wunderlist,128,5,639.0,899.0,52
1017,from tv channels in youtube,931,6,1.0,159.0,27
1018,articles on howtogeek,1189,6,160.0,288.0,21
1019,posts in the washington post world views blog,33,6,289.0,537.0,45
1020,from tv youtube channels,855,6,538.0,681.0,24
1021,channels in category from tv on youtube,106,6,682.0,900.0,39
1022,wall street journal articles in the world news section,982,7,1.0,275.0,54
1023,change the volume of my LG tv to hundred,347,7,276.0,480.0,40
1024,my google drive files of type JPG,149,7,481.0,650.0,33
1025,a gif from giphy,801,7,651.0,735.0,16
1026,open my entrance curtains for me,1021,7,736.0,900.0,32
1027,order uber,345,8,1.0,71.0,10
1028,turn on my kitchen switch for me,1200,8,72.0,252.0,32
1029,on Spotify play Rolling in the deep,808,8,253.0,348.0,15
1030,youtube's best of youtube channels,778,8,349.0,544.0,35
1031,the key of song Rolling in the deep,263,8,545.0,740.0,35
1032,stop my fan from oscillating,1243,8,741.0,901.0,28
1033,the speechiness of Despacito,373,9,1.0,141.0,28
1034,the danceability of the song Despacito,637,9,142.0,332.0,38
1035,my body measurements from fitbit,504,9,333.0,493.0,32
1036,wall street journal articles in the technology section published in the last hour,115,9,494.0,899.0,81
