,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
91,the tempo of song Jingle Bells,702,1,1.0,182.0,30
92,stop the kitchen fan from swinging,980,1,183.0,384.0,34
93,the space left on my dropbox,791,1,385.0,556.0,28
94,ask my vacuum to stop cleaning,324,1,557.0,738.0,30
95,put the entrance damper up,70,1,739.0,900.0,26
96,set the temperature between eighteen degrees and twenty three degrees on my thermostat,1071,2,1.0,438.0,86
97,local washington post's articles,1100,2,439.0,611.0,33
98,skip this song,744,2,612.0,689.0,14
99,posts in the washington post compost blog,1076,2,690.0,902.0,41
100,the loudness of Jingle Bells,261,3,1.0,145.0,28
101,my instagram pictures that use filter Normal,974,3,146.0,370.0,44
102,animation channels in youtube,310,3,371.0,520.0,29
103,my tweets,706,3,521.0,570.0,9
104,what happened in the year twenty twelve,864,3,571.0,770.0,39
105,a plot from wolfram alpha,320,3,771.0,900.0,25
106,interesting facts about the number pi,812,4,1.0,223.0,37
107,the arts section of the new york times,1295,4,224.0,451.0,38
108,add Rolling in the deep to Favourite songs,1026,4,452.0,699.0,42
109,the best images from the Internet,885,4,700.0,902.0,33
110,set the temperature of my Tesla car to eighteen degrees,314,5,1.0,283.0,55
111,weather tomorrow,145,5,284.0,371.0,16
112,images from Imgur with more than thousand points,1182,5,372.0,619.0,48
113,tech channels in youtube,674,5,620.0,747.0,24
114,how energetic is Jingle Bells,1177,5,748.0,900.0,29
115,put the shades down,331,6,1.0,97.0,19
116,stop turning the bedroom fan,853,6,98.0,239.0,28
117,articles on medium,591,6,240.0,331.0,18
118,play Rolling in the deep on Spotify,194,6,332.0,508.0,35
119,a random useless fact,64,6,509.0,615.0,21
120,the blog compost of the washington post,898,6,616.0,812.0,39
121,set my HVAC to off,759,6,813.0,904.0,18
122,my schedule,342,7,1.0,59.0,11
123,the BPM of song Rolling in the deep,186,7,60.0,238.0,35
124,make the fan oscillate,448,7,239.0,352.0,22
125,turn the AC on,897,7,353.0,426.0,14
126,random trump quote,875,7,427.0,520.0,18
127,today's asteroid info,964,7,521.0,629.0,21
128,wall street journal opinions,1043,7,630.0,773.0,28
129,post a picture on twitter,682,7,774.0,902.0,25
130,Are my Tesla's doors locked?,382,8,1.0,154.0,29
131,some random trivia,1099,8,155.0,253.0,18
132,washington post's right turn blog,565,8,254.0,432.0,34
133,raise the volume of my LG tv,284,8,433.0,581.0,28
134,lifestyle channels in youtube,1008,8,582.0,735.0,29
135,how loud is Rolling in the deep,339,8,736.0,899.0,31
136,front page of huffington post,441,9,1.0,152.0,29
137,Is my tesla car plugged in?,1165,9,153.0,299.0,28
138,add an album to my playlist,416,9,300.0,441.0,27
139,wall street journal articles,915,9,442.0,588.0,28
140,add Despacito to Favourite songs on Spotify,1031,9,589.0,810.0,43
141,on the fan for me,716,9,811.0,902.0,17
