,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
940,articles in the new york times science section,669,1,1.0,246.0,46
941,make the bedroom fan swing,1209,1,247.0,392.0,26
942,TED talks,1072,1,393.0,453.0,9
943,all IMGflip meme templates,30,1,454.0,599.0,26
944,turn on my vacuum,869,1,600.0,700.0,17
945,the tempo of song Rolling in the deep,656,1,701.0,901.0,37
946,the new york times technology section,120,2,1.0,205.0,37
947,stop my bedroom fan from oscillating,343,2,206.0,405.0,36
948,change the volume of my LG tv to fifty,1095,2,406.0,615.0,38
949,my google drive files that were created most recently,585,2,616.0,900.0,53
950,put the entrance curtains up,703,3,1.0,142.0,28
951,articles in the new york times,39,3,143.0,294.0,30
952,dictionary definitions,966,3,295.0,406.0,22
953,NASA's APOD,385,3,407.0,468.0,12
954,move the kitchen fan,646,3,469.0,570.0,20
955,latest popular science news,886,3,571.0,707.0,27
956,channels in category causes on youtube,860,3,708.0,899.0,38
957,turn the dining room switch on,614,4,1.0,155.0,30
958,my schedule on iCalendar,1157,4,156.0,280.0,24
959,the speechiness of song Despacito,209,4,281.0,450.0,33
960,analyze a sentence,520,4,451.0,545.0,18
961,a translation to Russian,960,4,546.0,670.0,24
962,articles in the new york times sports section,207,4,671.0,900.0,45
963,halt my oscillating entrance fan,530,5,1.0,161.0,32
964,CNN news top stories,1244,5,162.0,262.0,20
965,turn off my light bulb,178,5,263.0,373.0,22
966,slack messages i received in the last hour,1190,5,374.0,584.0,42
967,make the entrance fan swing,765,5,585.0,720.0,27
968,NASA's astronomy picture of the day,846,5,721.0,901.0,36
969,add song Despacito to Dance mood,1172,6,1.0,167.0,32
970,ask my vacuum to wait,1252,6,168.0,279.0,21
971,add Rolling in the deep to my playlist Favourite songs,477,6,280.0,561.0,55
972,value in usd of Litecoin,422,6,562.0,688.0,24
973,channels in category lifestyle on youtube,89,6,689.0,900.0,41
974,SFW images from Imgur,16,7,1.0,118.0,21
975,add Despacito to Sad songs,456,7,119.0,261.0,26
976,order me a black caramel macchiato,124,7,262.0,444.0,34
977,the time signature of Jingle Bells,879,7,445.0,627.0,34
978,mashable news,1232,7,628.0,705.0,13
979,set my thermostat to eighteen degrees,275,7,706.0,903.0,37
980,random number facts,627,8,1.0,102.0,19
981,a cat picture,592,8,103.0,174.0,13
982,add Jingle Bells to Favourite songs,421,8,175.0,356.0,35
983,my onedrive files,383,8,357.0,448.0,17
984,recommended channels in youtube,480,8,449.0,610.0,31
985,a picture of a fox,283,8,611.0,707.0,18
986,Mac rumors,36,8,708.0,764.0,10
987,play my playlist Dance mood,432,8,765.0,906.0,27
988,the loudness of the current track,911,9,1.0,178.0,33
989,wall street journal technology,84,9,179.0,341.0,30
990,trump quote,1135,9,342.0,409.0,11
991,add a picture to facebook,936,9,410.0,547.0,25
992,a picture of a random dog,507,9,548.0,685.0,25
993,the latest posts in the reddit front page,502,9,686.0,903.0,41
