,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
144,articles in the new york times,39,1,1.0,152.0,30
145,add Rolling in the deep to Sad songs,411,1,153.0,334.0,36
146,open my shades for me,707,1,335.0,441.0,21
147,help me open the shutters,1273,1,442.0,568.0,25
148,loop the color in my light bulb,847,1,569.0,725.0,31
149,stop the entrance fan from swinging,1237,1,726.0,902.0,35
150,puppy pictures,907,2,1.0,93.0,14
151,add to playlist Favourite songs,73,2,94.0,271.0,31
152,turn off my entrance switch,496,2,272.0,429.0,27
153,order me an espresso,1281,2,430.0,547.0,19
154,play a playlist,59,2,548.0,645.0,15
155,my instagram pictures that use filter Clarendon,992,2,646.0,903.0,47
156,youtube channels with category DIY,830,3,1.0,172.0,34
157,stop moving the fan,62,3,173.0,269.0,19
158,the tempo,663,3,270.0,316.0,9
159,please turn on the bedroom fan,1199,3,317.0,468.0,30
160,Are my Tesla's doors locked?,382,3,469.0,615.0,29
161,channels in category paid on youtube,1067,3,616.0,797.0,36
162,open my blinds for me,282,3,798.0,904.0,21
163,set volume on my speaker to hundred percents,671,4,1.0,193.0,37
164,switch off my kitchen switch,900,4,194.0,341.0,28
165,take a note,289,4,342.0,404.0,11
166,news on NBA basketball,355,4,405.0,522.0,22
167,order me an iced mocha,300,4,523.0,635.0,21
168,switch on the vacuum cleaner,11,4,636.0,783.0,28
169,the steps i have taken,856,4,784.0,901.0,22
170,on my vacuum,1019,5,1.0,78.0,12
171,my google drive files in alphabetical order,1023,5,79.0,311.0,43
172,shut down the kitchen lights,1017,5,312.0,469.0,28
173,news on fortune,1046,5,470.0,562.0,15
174,tasks from Work list from the last ten days from Wunderlist,776,5,563.0,900.0,64
175,washington post's politics blog,1041,6,1.0,189.0,32
176,pictures of cats,536,6,190.0,298.0,16
177,how danceable is the current track,83,6,299.0,497.0,34
178,set my speaker as sink,569,6,498.0,636.0,22
179,a random snail fact,705,6,637.0,760.0,19
180,hacker news front page,394,6,761.0,899.0,22
181,turn on my dining room switch for me,1052,7,1.0,191.0,36
182,articles in the new york times travel section,130,7,192.0,427.0,45
183,add the album to my playlist Sad songs,371,7,428.0,628.0,38
184,automotive channels in youtube,1274,7,629.0,789.0,30
185,latest mashable news,348,7,790.0,900.0,20
186,trivia about three,1197,8,1.0,100.0,18
187,off the vacuum,622,8,101.0,180.0,14
188,value in dollars of Bitcoin,1278,8,181.0,325.0,27
189,add the album Meteora to my playlist,483,8,326.0,515.0,36
190,I want to switch off the fan,1277,8,516.0,665.0,28
191,off the fan,98,8,666.0,730.0,11
192,turn on my vacuum cleaner for me,17,8,731.0,900.0,32
193,youtube channels with category sports,563,9,1.0,226.0,37
194,is this song acoustic,941,9,227.0,372.0,21
195,latest papers in category Mathematics on arxiv,402,9,373.0,643.0,46
196,my instagram pictures with filter Clarendon,621,9,644.0,899.0,43
