,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
2287,the speechiness of Rolling in the deep,443,1,1.0,199.0,38
2288,the tempo of song Despacito,651,1,200.0,343.0,27
2289,upload a picture to facebook,1113,1,344.0,492.0,28
2290,WSJ US business articles,1282,1,493.0,621.0,24
2291,gaming channels in youtube,762,1,622.0,760.0,26
2292,youtube's science channels,1161,1,761.0,904.0,27
2293,switch off my switch,1208,2,1.0,132.0,20
2294,use Spotify to play some music,1104,2,133.0,314.0,30
2295,mathematical trivia about pi,576,2,315.0,486.0,28
2296,set my bluetooth speaker to fifty percents,141,2,487.0,693.0,35
2297,add this song to playlist Sad songs,580,2,694.0,900.0,35
2298,the three latest instagram pictures on my account,487,3,1.0,248.0,49
2299,stop the bedroom fan from turning,561,3,249.0,416.0,33
2300,trump quote,1135,3,417.0,474.0,11
2301,switch off my kitchen switch,900,3,475.0,617.0,28
2302,lower the entrance shades,814,3,618.0,745.0,25
2303,the time signature of Despacito,961,3,746.0,903.0,31
2304,posts on facebook,485,4,1.0,108.0,17
2305,my primary category emails,575,4,109.0,261.0,26
2306,articles in the washington post in section local,777,4,262.0,524.0,48
2307,my instagram pictures that use filter Clarendon,992,4,525.0,782.0,47
2308,a picture from mars,608,4,783.0,900.0,19
2309,breaking news on fortune,645,5,1.0,140.0,24
2310,washington post's politics blog,1041,5,141.0,320.0,32
2311,seek to fifty seconds in,933,5,321.0,460.0,24
2312,search on bing,1247,5,461.0,550.0,14
2313,the new york times front page,959,5,551.0,715.0,29
2314,local washington post's articles,1100,5,716.0,900.0,33
2315,mark me as away on slack,787,6,1.0,133.0,24
2316,stop my kitchen fan from oscillating,690,6,134.0,326.0,36
2317,the fitbit step counter,700,6,327.0,454.0,23
2318,add Rolling in the deep to Sad songs on Spotify,431,6,455.0,702.0,47
2319,save whatever's playing to my library,1047,6,703.0,900.0,37
2320,add Rolling in the deep to Dance mood on Spotify,1240,7,1.0,244.0,48
2321,make the bedroom fan swing,1209,7,245.0,378.0,26
2322,paid youtube channels,1036,7,379.0,487.0,21
2323,the number of steps from fitbit,100,7,488.0,646.0,31
2324,set temperature on my thermostat to twenty degrees,590,7,647.0,900.0,50
2325,channels I follow on youtube,610,8,1.0,149.0,28
2326,repeat this song,1148,8,150.0,238.0,16
2327,science youtube channels,525,8,239.0,367.0,24
2328,stop turning the bedroom fan,853,8,368.0,516.0,28
2329,WSJ lifestyle articles,1215,8,517.0,635.0,22
2330,CS two nine four W class slides,110,8,636.0,799.0,31
2331,put the blinds down,1035,8,800.0,903.0,19
2332,youtube channels with category causes,351,9,1.0,193.0,37
2333,my instagram pictures that have the Clarendon filter applied,912,9,194.0,501.0,60
2334,posts in the washington post the plum line blog,1162,9,502.0,744.0,47
2335,off the fan,98,9,745.0,807.0,11
2336,price of Ethereum,208,9,808.0,900.0,17
