,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
923,my onedrive files that were created most recently,1192,1,1.0,246.0,49
924,channels in category best of youtube on youtube,581,1,247.0,482.0,47
925,unmute my LG tv,117,1,483.0,558.0,15
926,play the next song on Spotify,313,1,559.0,704.0,29
927,add the album to my playlist Dance mood,200,1,705.0,900.0,39
928,completed tasks from Homework list from the last three days on Wunderlist,619,2,1.0,395.0,78
929,lower the curtains,1152,2,396.0,490.0,18
930,articles on the mozilla blog,286,2,491.0,635.0,28
931,lower the entrance curtains,288,2,636.0,775.0,27
932,my files in google drive,652,2,776.0,900.0,24
933,news on star wars,287,3,1.0,108.0,17
934,the energy of Rolling in the deep,944,3,109.0,296.0,33
935,news on business insider,361,3,297.0,439.0,24
936,can you switch on my bedroom fan,729,3,440.0,622.0,32
937,price of game on Steam,529,3,623.0,755.0,22
938,help me on my bedroom fan,866,3,756.0,903.0,25
939,CS two nine four S class slides,820,4,1.0,159.0,31
940,add Rolling in the deep to Favourite songs on Spotify,1257,4,160.0,428.0,53
941,turn off my light bulb,178,4,429.0,542.0,22
942,make the bedroom fan swing,1209,4,543.0,676.0,26
943,a random trump quote,634,4,677.0,780.0,20
944,value in usd of Ethereum,1191,4,781.0,904.0,24
945,latest papers in category Computer Science on arxiv,1250,5,1.0,256.0,51
946,loop the color of the light bulb,192,5,257.0,417.0,32
947,set the power on my security camera to off,799,5,418.0,628.0,42
948,channels in category film and entertainment on youtube,221,5,629.0,899.0,54
949,NSFW images from Imgur,1103,6,1.0,128.0,22
950,order uber,345,6,129.0,196.0,10
951,put the shades down,331,6,197.0,309.0,19
952,washington post's post partisan blog,553,6,310.0,512.0,37
953,my profile on linkedin,506,6,513.0,640.0,22
954,channels in category news and politics on youtube,584,6,641.0,903.0,49
955,order me an iced cappuccino,852,7,1.0,148.0,26
956,change the volume of my LG tv to eighty,408,7,149.0,361.0,39
957,order me a black mocha,1070,7,362.0,489.0,22
958,turn on my switch,736,7,490.0,592.0,17
959,latest business insider news,1279,7,593.0,750.0,28
960,the key of the current song,94,7,751.0,903.0,27
961,the currently playing song,1011,8,1.0,162.0,26
962,play the song Jingle Bells,880,8,163.0,324.0,26
963,raise the shades,635,8,325.0,436.0,16
964,the speechiness of this song,238,8,437.0,608.0,28
965,causes channels in youtube,816,8,609.0,770.0,26
966,translate to Russian,1151,8,771.0,902.0,20
967,youtube channels with category animation,686,9,1.0,209.0,40
968,how positive is Despacito,1131,9,210.0,343.0,25
969,channels in category beauty and fashion on youtube,104,9,344.0,602.0,50
970,latest articles by ars technica,989,9,603.0,766.0,31
971,CS two nine four W slides,1221,9,767.0,900.0,25
