,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1084,close my entrance blinds,1028,1,1.0,165.0,24
1085,posts in the washington post right turn blog,893,1,166.0,430.0,44
1086,set the temperature between eighteen degrees and twenty five degrees on my thermostat,838,1,431.0,900.0,85
1087,tasks from To do list from the last three days from Wunderlist,34,2,1.0,357.0,67
1088,a snapshot of my security camera,1118,2,358.0,539.0,32
1089,one Ethereum in dollars,224,2,540.0,666.0,21
1090,switch on the switch,1062,2,667.0,788.0,20
1091,photos on facebook,155,2,789.0,900.0,18
1092,set the temperature of my Tesla car to twenty three degrees,405,3,1.0,330.0,59
1093,youtube channels with category film and entertainment,977,3,331.0,630.0,53
1094,put the curtains up,210,3,631.0,760.0,19
1095,skip to fifty seconds,1057,3,761.0,900.0,21
1096,help me turn off my kitchen fan,664,4,1.0,178.0,31
1097,close my blinds,436,4,179.0,276.0,15
1098,channels in category beauty and fashion on youtube,104,4,277.0,549.0,50
1099,what happened in twenty twenty,526,4,550.0,722.0,30
1100,youtube's recommended channels,291,4,723.0,900.0,31
1101,my instagram pictures that have the Gingham filter,1296,5,1.0,253.0,50
1102,the new york times health section,301,5,254.0,421.0,33
1103,make a new post on facebook,359,5,422.0,559.0,27
1104,the liveness of the current track,644,5,560.0,727.0,33
1105,news and politics youtube channels,146,5,728.0,900.0,34
1106,the ten latest instagram pictures on my account,710,6,1.0,236.0,47
1107,facts about the year twenty twenty,1238,6,237.0,407.0,34
1108,stop moving the fan,62,6,408.0,503.0,19
1109,set volume on my speaker to fifty percents,721,6,504.0,679.0,35
1110,upload a picture to Imgur and mark it mature,543,6,680.0,900.0,44
1111,upload a private picture to Imgur,244,7,1.0,166.0,33
1112,comedy youtube channels,922,7,167.0,282.0,23
1113,my dropbox files in reverse alphabetical order,476,7,283.0,513.0,46
1114,file on github,28,7,514.0,584.0,14
1115,automotive channels in youtube,1274,7,585.0,735.0,30
1116,turn off shuffle,586,7,736.0,816.0,16
1117,facts about seven,1029,7,817.0,902.0,17
1118,order me a black americano,819,8,1.0,144.0,26
1119,set the volume of my bluetooth speaker to fifty,971,8,145.0,393.0,47
1120,flip my switch off,515,8,394.0,497.0,18
1121,ABC news top stories,478,8,498.0,611.0,20
1122,make my LG tv quieter,230,8,612.0,730.0,21
1123,how dancey is the song Despacito,829,8,731.0,904.0,32
1124,my google drive files modified this week,491,9,1.0,221.0,40
1125,my ten recent instagram pictures,1144,9,222.0,402.0,32
1126,close my entrance shades,79,9,403.0,543.0,24
1127,animal trivia,667,9,544.0,629.0,13
1128,add Jingle Bells to Dance mood,276,9,630.0,800.0,30
1129,lower the blinds,1007,9,801.0,901.0,16
