,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
2009,add  the currently playing song to my playlist Dance mood,1292,1,1.0,291.0,57
2010,how dancey is the song Jingle Bells,517,1,292.0,472.0,35
2011,what happened in twenty twenty,526,1,473.0,628.0,30
2012,sports youtube channels,1223,1,629.0,749.0,23
2013,play the last song on Spotify,672,1,750.0,900.0,29
2014,posts in the washington post post everything blog,242,2,1.0,256.0,49
2015,weather tomorrow,145,2,257.0,347.0,16
2016,the time signature of Jingle Bells,879,2,348.0,528.0,34
2017,play Jingle Bells on Spotify,390,2,529.0,679.0,28
2018,youtube channels with category recommended,479,2,680.0,900.0,42
2019,the liveness of the current song,953,3,1.0,171.0,32
2020,set my bluetooth speaker to hundred percents,196,3,172.0,367.0,37
2021,when a new paper is published in category Mathematics on arxiv,1287,3,368.0,688.0,62
2022,youtube channels with category animation,686,3,689.0,899.0,40
2023,my google contacts,616,4,1.0,100.0,18
2024,turn on repeat,991,4,101.0,180.0,14
2025,extend the awnings,138,4,181.0,280.0,18
2026,turn off my vacuum cleaner,817,4,281.0,420.0,26
2027,raise the volume of my LG tv,284,4,421.0,570.0,28
2028,a math plot,1018,4,571.0,635.0,11
2029,tell the vacuum to pause cleaning,583,4,636.0,810.0,33
2030,close my curtains,1006,4,811.0,905.0,17
2031,set my bluetooth speaker to zero percent,27,5,1.0,173.0,34
2032,help me turn off my fan,328,5,174.0,291.0,23
2033,set the power on my security camera to off,799,5,292.0,504.0,42
2034,the linguistic analysis of a sentence,329,5,505.0,692.0,37
2035,open my window,114,5,693.0,765.0,14
2036,automotive youtube channels,24,5,766.0,903.0,27
2037,turn on my fan,1093,6,1.0,79.0,14
2038,add this song to my playlist,876,6,80.0,228.0,28
2039,how speechlike is the current song,414,6,229.0,407.0,34
2040,the valence of Rolling in the deep,626,6,408.0,586.0,34
2041,three dog pictures,1010,6,587.0,685.0,18
2042,tell my vacuum to start cleaning the house,206,6,686.0,904.0,42
2043,off the vacuum,622,7,1.0,76.0,14
2044,upload a picture to my facebook,266,7,77.0,237.0,31
2045,tasks from Homework list on Wunderlist,750,7,238.0,433.0,38
2046,new lifehacker articles,363,7,434.0,554.0,23
2047,new books by stanford press,159,7,555.0,695.0,27
2048,the health section of the new york times,126,7,696.0,901.0,40
2049,the google drive files i starred,326,8,1.0,172.0,32
2050,help me turn off my bedroom fan,917,8,173.0,339.0,31
2051,the positivity of this song,204,8,340.0,486.0,27
2052,order me a mocha,330,8,487.0,578.0,16
2053,add Rolling in the deep to Sad songs,411,8,579.0,770.0,36
2054,turn on my switch for me,26,8,771.0,902.0,24
2055,add this song to playlist Dance mood,691,9,1.0,211.0,36
2056,wall street journal articles in the technology section,201,9,212.0,512.0,54
2057,new playlist,1256,9,513.0,603.0,12
2058,washington post's wonkblog blog,709,9,604.0,794.0,32
2059,play a playlist,59,9,795.0,900.0,15
