,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1611,talks on TED,215,1,1.0,65.0,12
1612,a random horse fact,78,1,66.0,165.0,19
1613,I want to switch off the fan,1277,1,166.0,310.0,28
1614,play the previous song,805,1,311.0,425.0,22
1615,make my LG tv quieter,230,1,426.0,535.0,21
1616,the weather,755,1,536.0,595.0,11
1617,my instagram pictures that have the Clarendon filter applied,912,1,596.0,900.0,60
1618,turn on shuffle,1107,2,1.0,110.0,15
1619,tell the vacuum to pause cleaning,583,2,111.0,310.0,33
1620,the key of song Rolling in the deep,263,2,311.0,520.0,35
1621,youtube channels with category film and entertainment,977,2,521.0,820.0,53
1622,the tempo,663,2,821.0,900.0,9
1623,channels in category news and politics on youtube,584,3,1.0,256.0,49
1624,the loudness of Despacito,1163,3,257.0,392.0,25
1625,order me a black caramel macchiato,124,3,393.0,573.0,34
1626,top stories on BBC news,1089,3,574.0,699.0,23
1627,youtube channels with category cooking,1283,3,700.0,900.0,38
1628,wall street journal articles in the technology section published in the last hour,115,4,1.0,435.0,81
1629,switch off the kitchen vacuum,335,4,436.0,610.0,29
1630,add song Jingle Bells to my playlist Favourite songs,429,4,611.0,900.0,52
1631,my steps from fitbit,1235,5,1.0,110.0,20
1632,washington post's compost blog,1288,5,111.0,275.0,31
1633,help me turn off the switch,1246,5,276.0,420.0,27
1634,add the album Meteora to my playlist,483,5,421.0,610.0,36
1635,add  the currently playing song to my playlist Sad songs,916,5,611.0,900.0,56
1636,add this to my playlist,1081,6,1.0,128.0,23
1637,cat fun facts,1129,6,129.0,206.0,13
1638,how energetic is Despacito,1226,6,207.0,349.0,26
1639,my instagram pictures with filter Gingham,767,6,350.0,567.0,41
1640,get info on people I know,1234,6,568.0,705.0,25
1641,my instagrams that use filter Gingham,1170,6,706.0,903.0,37
1642,please turn on the entrance fan,400,7,1.0,287.0,31
1643,the ten latest instagram pictures on my account,710,7,288.0,654.0,47
1644,send a message on slack,134,7,655.0,901.0,23
1645,set the low temperature to eighteen degrees on my thermostat and the high to twenty degrees,259,8,1.0,474.0,91
1646,lower the entrance curtains,288,8,475.0,628.0,27
1647,BBC news top stories,947,8,629.0,747.0,20
1648,flip my entrance switch off,769,8,748.0,901.0,27
1649,set me as not away on slack,630,9,1.0,154.0,27
1650,open my shades,67,9,155.0,243.0,14
1651,the danceability of the song Jingle Bells,236,9,244.0,467.0,41
1652,popular science articles,4,9,468.0,606.0,24
1653,add Rolling in the deep to Favourite songs,1026,9,607.0,835.0,42
1654,web search,1025,9,836.0,904.0,10
