,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
2085,open my entrance shades for me,459,1,1.0,162.0,30
2086,my posts on twitter,632,1,163.0,269.0,19
2087,put the entrance curtains up,703,1,270.0,421.0,28
2088,facts about pi,1241,1,422.0,503.0,14
2089,add Jingle Bells to Dance mood on Spotify,97,1,504.0,720.0,41
2090,my three recent instagram pictures,793,1,721.0,902.0,34
2091,the first ten instagram pictures on my account,91,2,1.0,247.0,46
2092,channels in category science on youtube,1187,2,248.0,459.0,39
2093,add this song to my playlist,876,2,460.0,616.0,28
2094,close my shades,387,2,617.0,708.0,15
2095,add song Jingle Bells to Dance mood,267,2,709.0,900.0,35
2096,the humidity reported by thermostat,388,3,1.0,303.0,35
2097,songs in my playlist Favourite songs,692,3,304.0,611.0,36
2098,help me turn off my entrance fan,490,3,612.0,899.0,32
2099,set the temperature between eighteen degrees and twenty three degrees on my thermostat,1071,4,1.0,458.0,86
2100,piled higher and deeper comics,862,4,459.0,636.0,30
2101,add song Rolling in the deep to Favourite songs,1022,4,637.0,899.0,47
2102,play something on my bluetooth speaker,950,5,1.0,197.0,38
2103,sports youtube channels,1223,5,198.0,319.0,23
2104,set volume on my speaker to eighty percents,20,5,320.0,506.0,36
2105,close my entrance curtains,285,5,507.0,643.0,26
2106,put the curtains down,307,5,644.0,755.0,21
2107,search on bing,1247,5,756.0,832.0,14
2108,move the fan,1186,5,833.0,899.0,12
2109,gamespot news,618,6,1.0,89.0,13
2110,my dropbox files,601,6,90.0,193.0,16
2111,my dropbox files in alphabetical order,423,6,194.0,407.0,38
2112,open my entrance damper for me,688,6,408.0,581.0,30
2113,start disco lights,318,6,582.0,695.0,18
2114,my instagrams that use filter Normal,715,6,696.0,899.0,36
2115,mathematical trivia about seven,1027,7,1.0,168.0,31
2116,new tips on lifehacker,1229,7,169.0,291.0,22
2117,completed tasks from Homework list from the last seven days on Wunderlist,943,7,292.0,694.0,78
2118,close my awning,468,7,695.0,782.0,15
2119,my google drive files,42,7,783.0,900.0,21
2120,turn off my entrance switch,496,8,1.0,140.0,27
2121,value in usd of Bitcoin,1228,8,141.0,260.0,23
2122,how loud is Jingle Bells,199,8,261.0,385.0,24
2123,completed tasks from Work list from the last three days on Wunderlist,426,8,386.0,760.0,74
2124,youtube's science channels,1161,8,761.0,900.0,27
2125,set my speaker as sink,569,9,1.0,121.0,22
2126,a random dog fact,882,9,122.0,217.0,17
2127,set volume on my speaker to zero percent,1119,9,218.0,398.0,34
2128,latest posts in all my RSS feeds,549,9,399.0,569.0,32
2129,animation channels in youtube,310,9,570.0,725.0,29
2130,news from ABC,372,9,726.0,801.0,13
2131,play Frank Sinatra,1054,9,802.0,902.0,18
