,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1180,youtube's paid channels,105,1,1.0,139.0,24
1181,the sentiment of a sentence,1085,1,140.0,293.0,27
1182,youtube's science channels,1161,1,294.0,447.0,27
1183,when a new paper is published in category Computer Science on arxiv,557,1,448.0,801.0,67
1184,turn on my LG tv,612,1,802.0,900.0,16
1185,articles in the washington post in section national,1082,2,1.0,260.0,51
1186,the energy of song Jingle Bells,274,2,261.0,420.0,31
1187,wall street journal articles in the US business section,1230,2,421.0,700.0,55
1188,articles on nature issue,228,2,701.0,825.0,24
1189,turn on my fan,1093,2,826.0,900.0,14
1190,news on slashdot,650,3,1.0,105.0,16
1191,close my entrance window,851,3,106.0,250.0,24
1192,comedy channels in youtube,211,3,251.0,405.0,26
1193,washington post's politics blog,1041,3,406.0,590.0,32
1194,halt my oscillating kitchen fan,3,3,591.0,770.0,31
1195,order me an iced latte,218,3,771.0,900.0,21
1196,mathematical trivia about seven,1027,4,1.0,171.0,31
1197,youtube channels with category causes,351,4,172.0,372.0,37
1198,switch off my switch,1208,4,373.0,488.0,20
1199,the state of the bedroom motion sensor,894,4,489.0,694.0,38
1200,add Despacito to Dance mood on Spotify,978,4,695.0,900.0,38
1201,set the low temperature to twenty degrees on my thermostat and the high to twenty three degrees,835,5,1.0,478.0,95
1202,how energetic is the current song,1179,5,479.0,646.0,33
1203,my twitter direct messages,1168,5,647.0,779.0,26
1204,WSJ US business articles,1282,5,780.0,902.0,24
1205,change the temperature on my thermostat,271,6,1.0,221.0,39
1206,honk the horn on my car,381,6,222.0,362.0,23
1207,news on nature,293,6,363.0,458.0,14
1208,tasks from the last three days from Wunderlist,1184,6,459.0,739.0,51
1209,help me turn off the switch,1246,6,740.0,900.0,27
1210,add song Jingle Bells to my playlist Dance mood,1097,7,1.0,249.0,47
1211,recent tweets,764,7,250.0,328.0,13
1212,time magazine top stories,1146,7,329.0,467.0,25
1213,set the volume of my LG tv to zero,103,7,468.0,651.0,34
1214,set my HVAC to heat cool,748,7,652.0,785.0,24
1215,turn on my light bulb,660,7,786.0,904.0,21
1216,the danceability of the current song,552,8,1.0,215.0,36
1217,wall street journal,528,8,216.0,345.0,19
1218,what happened in the year twenty twenty,1268,8,346.0,575.0,39
1219,the energy of song Despacito,1087,8,576.0,750.0,28
1220,open my curtains for me,803,8,751.0,900.0,23
1221,national washington post's articles,182,9,1.0,184.0,36
1222,the fitbit step counter,700,9,185.0,303.0,23
1223,the danceability of Jingle Bells,1045,9,304.0,467.0,32
1224,what song is currently playing,865,9,468.0,621.0,30
1225,play the songs Despacito on Spotify,1171,9,622.0,800.0,35
1226,latest gamespot news,881,9,801.0,904.0,20
