,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1323,my primary category emails,575,1,1.0,143.0,26
1324,make a new facebook post,923,1,144.0,276.0,24
1325,play Jingle Bells,958,1,277.0,374.0,17
1326,wall street journal articles in the markets section published in the last hour,987,1,375.0,777.0,78
1327,music youtube channels,189,1,778.0,900.0,22
1328,set off the lights,858,2,1.0,96.0,18
1329,a picture from NASA curiosity,597,2,97.0,247.0,29
1330,oscillate my fan,733,2,248.0,333.0,16
1331,my onedrive files modified today,88,2,334.0,499.0,32
1332,latest business insider news,1279,2,500.0,645.0,28
1333,add the album Parachutes to my playlist Dance mood,524,2,646.0,901.0,50
1334,NBA news,1092,3,1.0,57.0,8
1335,one Ethereum in dollars,224,3,58.0,179.0,21
1336,images from Imgur with more than hundred points,1269,3,180.0,431.0,47
1337,set the temperature of my Tesla car to twenty degrees,970,3,432.0,713.0,53
1338,my favorite songs,509,3,714.0,815.0,17
1339,blog on medium,346,3,816.0,902.0,14
1340,add this to my playlist Dance mood,125,4,1.0,210.0,34
1341,breaking news on fortune,645,4,211.0,370.0,24
1342,news on star wars,287,4,371.0,495.0,17
1343,the instrumentalness of the current song,1094,4,496.0,735.0,40
1344,send an email to somebody,997,4,736.0,900.0,25
1345,completed tasks from the last three days on Wunderlist,519,5,1.0,272.0,54
1346,close my curtains,1006,5,273.0,359.0,17
1347,star wars news,988,5,360.0,431.0,14
1348,channels in category automotive on youtube,871,5,432.0,643.0,42
1349,play the playlist Sad songs,995,5,644.0,780.0,27
1350,cooking youtube channels,1259,5,781.0,902.0,24
1351,a random fox,435,6,1.0,80.0,12
1352,the energy of song Rolling in the deep,191,6,81.0,290.0,38
1353,phd comics,173,6,291.0,360.0,10
1354,the time signature,1261,6,361.0,470.0,18
1355,posts in the washington post morning mix blog,1291,6,471.0,715.0,45
1356,the loudness of the current track,911,6,716.0,900.0,33
1357,help me turn off my kitchen fan,664,7,1.0,198.0,31
1358,my doc files in google drive,180,7,199.0,381.0,28
1359,articles on life hacker,1002,7,382.0,539.0,23
1360,cooking channels in youtube,281,7,540.0,717.0,27
1361,shut down the kitchen lights,1017,7,718.0,900.0,28
1362,set the low temperature to eighteen degrees on my thermostat and the high to twenty five degrees,896,8,1.0,498.0,96
1363,a picture of a random dog,507,8,499.0,641.0,25
1364,the first three instagram pictures on my account,60,8,642.0,899.0,48
1365,get the temperature of my Tesla car,319,9,1.0,205.0,35
1366,stop turning the bedroom fan,853,9,206.0,375.0,28
1367,the energy of Rolling in the deep,944,9,376.0,570.0,33
1368,put the entrance shades up,49,9,571.0,730.0,26
1369,stop my fan from oscillating,1243,9,731.0,900.0,28
