,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
2293,make the kitchen fan swing,50,1,1.0,137.0,26
2294,flip my switch off,515,1,138.0,234.0,18
2295,play the song Despacito on Spotify,484,1,235.0,411.0,34
2296,add Jingle Bells to my playlist,1203,1,412.0,573.0,31
2297,the state of the entrance motion sensor,1069,1,574.0,775.0,39
2298,play Rolling in the deep,1166,1,776.0,902.0,24
2299,start disco lights,318,2,1.0,107.0,18
2300,Mac rumors,36,2,108.0,174.0,10
2301,my schedule,342,2,175.0,246.0,11
2302,techcrunch news,229,2,247.0,338.0,15
2303,add to playlist Sad songs,1245,2,339.0,480.0,25
2304,wall street journal articles in the technology section published in the last hour,115,2,481.0,902.0,81
2305,front page of hacker news,1158,3,1.0,173.0,25
2306,articles in the new york times science section,669,3,174.0,451.0,46
2307,front page of huffington post,441,3,452.0,644.0,29
2308,add Rolling in the deep to Favourite songs,1026,3,645.0,902.0,42
2309,wall street journal articles in the opinions section published in the last hour,1042,4,1.0,415.0,79
2310,channels in category music on youtube,1053,4,416.0,620.0,37
2311,completed tasks from the last ten days on Wunderlist,128,4,621.0,900.0,52
2312,order me an iced latte,218,5,1.0,107.0,21
2313,oscillate my entrance fan,711,5,108.0,234.0,25
2314,a random poem,425,5,235.0,301.0,13
2315,facts about the year twenty nineteen,921,5,302.0,483.0,36
2316,beauty and fashion youtube channels,1055,5,484.0,660.0,35
2317,NY times,527,5,661.0,702.0,8
2318,set my speaker as default,963,5,703.0,829.0,25
2319,skip this song,744,5,830.0,901.0,14
2320,turn on my dining room switch for me,1052,6,1.0,191.0,36
2321,my google drive files of type doc,167,6,192.0,367.0,33
2322,the energy of Rolling in the deep,944,6,368.0,543.0,33
2323,please turn on the entrance fan,400,6,544.0,709.0,31
2324,stop my kitchen fan from oscillating,690,6,710.0,900.0,36
2325,youtube channels with category gaming,794,7,1.0,202.0,37
2326,play the playlist Sad songs,995,7,203.0,354.0,27
2327,the count of steps from fitbit,722,7,355.0,521.0,30
2328,my google contacts,616,7,522.0,628.0,18
2329,set me as not away on slack,630,7,629.0,780.0,27
2330,order me an iced mocha,300,7,781.0,902.0,21
2331,articles on howtogeek,1189,8,1.0,124.0,21
2332,turn the dining room switch on,614,8,125.0,293.0,30
2333,channels in category cooking on youtube,438,8,294.0,507.0,39
2334,Wunderlist lists,605,8,508.0,611.0,17
2335,politics washington post's articles,704,8,612.0,810.0,36
2336,turn off my fan,1198,8,811.0,904.0,15
2337,skip to thirty seconds,452,9,1.0,125.0,22
2338,my ten latest instagram pictures,1116,9,126.0,300.0,32
2339,national washington post's articles,182,9,301.0,495.0,36
2340,reduce the volume of my LG tv,723,9,496.0,655.0,29
2341,my google drive files larger than one gigabyte,708,9,656.0,900.0,46
