,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
97,the speechiness of Rolling in the deep,443,1,1.0,219.0,38
98,set my speaker louder,1156,1,220.0,353.0,21
99,help me on my fan,547,1,354.0,467.0,17
100,open my blinds for me,282,1,468.0,601.0,21
101,omlet messages i received,747,1,602.0,755.0,25
102,youtube's DIY channels,1231,1,756.0,899.0,23
103,articles in the washington post in section lifestyle,482,2,1.0,285.0,52
104,lifestyle channels in youtube,1008,2,286.0,455.0,29
105,search on bing,1247,2,456.0,550.0,14
106,make a meme,617,2,551.0,630.0,11
107,close my blinds,436,2,631.0,730.0,15
108,color loop the kitchen lights,162,2,731.0,900.0,29
109,the first five instagram pictures on my account,1227,3,1.0,273.0,47
110,create a new text file in onedrive,1078,3,274.0,481.0,34
111,random number facts,627,3,482.0,614.0,19
112,set temperature on my thermostat to twenty degrees,590,3,615.0,902.0,50
113,add song Rolling in the deep to Sad songs,312,4,1.0,245.0,41
114,articles in the new york times health section,554,4,246.0,510.0,45
115,my google drive files,42,4,511.0,655.0,21
116,add this song to playlist Favourite songs,1249,4,656.0,900.0,41
117,set my bluetooth speaker to zero percent,27,5,1.0,175.0,34
118,add the album Abbey Road to my playlist,1169,5,176.0,375.0,39
119,order me a drip coffee,1260,5,376.0,490.0,22
120,tweet a picture,613,5,491.0,570.0,15
121,on the vacuum,1090,5,571.0,640.0,13
122,articles in the washington post in section business,714,5,641.0,900.0,51
123,lower the entrance shades,814,6,1.0,126.0,25
124,completed tasks from To do list from the last ten days on Wunderlist,925,6,127.0,492.0,73
125,what's on right now,683,6,493.0,588.0,19
126,youtube channels with category causes,351,6,589.0,774.0,37
127,lower the entrance blinds,255,6,775.0,900.0,25
128,change the minimum and maximum temperatures on my thermostat,225,7,1.0,315.0,60
129,a random picture of a dog,410,7,316.0,455.0,25
130,youtube's beauty and fashion channels,358,7,456.0,660.0,38
131,turn off my fan,1198,7,661.0,750.0,15
132,cooking channels in youtube,281,7,751.0,900.0,27
133,automotive youtube channels,24,8,1.0,159.0,27
134,a giphy picture,545,8,160.0,258.0,15
135,articles in the washington post in section sports,1255,8,259.0,527.0,49
136,how upbeat is this song,684,8,528.0,666.0,23
137,some useless fact,1284,8,667.0,775.0,17
138,WSJ opinions articles,1210,8,776.0,904.0,21
139,upload a public picture to Imgur,754,9,1.0,162.0,32
140,last slack messages,1297,9,163.0,259.0,19
141,my onedrive files in reverse alphabetical order,1286,9,260.0,496.0,47
142,set my speaker as default,963,9,497.0,623.0,25
143,open my shades,67,9,624.0,695.0,14
144,add Jingle Bells to Dance mood on Spotify,97,9,696.0,902.0,41
