,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
2157,youtube channels with category news and politics,1030,1,1.0,269.0,48
2158,value in dollars of Bitcoin,1278,1,270.0,433.0,27
2159,images from Imgur usersub with more than thousand points,1185,1,434.0,742.0,56
2160,flip my bedroom switch off,934,1,743.0,901.0,26
2161,business washington post's articles,341,2,1.0,189.0,36
2162,the blog right turn of the washington post,18,2,190.0,408.0,42
2163,make my LG tv quieter,230,2,409.0,522.0,21
2164,change the volume of my LG tv to fifty,1095,2,523.0,721.0,38
2165,washington post's right turn blog,565,2,722.0,900.0,34
2166,value in usd of Ethereum,1191,3,1.0,124.0,24
2167,the danceability of the song Jingle Bells,236,3,125.0,333.0,41
2168,what happened in twenty nineteen,694,3,334.0,497.0,32
2169,dock my vacuum,232,3,498.0,571.0,14
2170,youtube's cooking channels,380,3,572.0,710.0,27
2171,lifestyle washington post's articles,154,3,711.0,899.0,37
2172,imgur usersub rising,486,4,1.0,121.0,20
2173,articles in the washington post in section business,714,4,122.0,397.0,51
2174,washington post's compost blog,1288,4,398.0,573.0,31
2175,the new york times technology section,120,4,574.0,779.0,37
2176,translate to Russian,1151,4,780.0,900.0,20
2177,set my speaker as default,963,5,1.0,245.0,25
2178,articles on the mozilla blog,286,5,246.0,505.0,28
2179,add the album Abbey Road to my playlist Favourite songs,10,5,506.0,900.0,55
2180,completed tasks from To do list from the last ten days on Wunderlist,925,6,1.0,384.0,73
2181,the energy of song Despacito,1087,6,385.0,543.0,28
2182,please turn on the fan,216,6,544.0,672.0,22
2183,posts in the washington post politics blog,96,6,673.0,901.0,42
2184,set my HVAC to off,759,7,1.0,108.0,18
2185,stop my fan from oscillating,1243,7,109.0,266.0,28
2186,completed tasks from Homework list from the last ten days on Wunderlist,352,7,267.0,664.0,76
2187,my instagram pictures that use filter Normal,974,7,665.0,902.0,44
2188,facts about pi,1241,8,1.0,75.0,14
2189,open my damper for me,1040,8,76.0,185.0,21
2190,the loudness of the current song,153,8,186.0,350.0,32
2191,play the playlist Sad songs,995,8,351.0,490.0,27
2192,power off the fan,219,8,491.0,580.0,17
2193,trivia about seven,500,8,581.0,675.0,18
2194,articles in the new york times world section,156,8,676.0,900.0,44
2195,news and politics youtube channels,146,9,1.0,202.0,34
2196,lifestyle channels in youtube,1008,9,203.0,379.0,29
2197,go to ten seconds,278,9,380.0,496.0,17
2198,wall street journal lifestyle,679,9,497.0,673.0,29
2199,lower the curtains,1152,9,674.0,795.0,18
2200,a giphy picture,545,9,796.0,902.0,15
