,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1315,songs in my playlist Dance mood,461,1,1.0,186.0,31
1316,flash the Tesla car,140,1,187.0,312.0,19
1317,the first three instagram pictures on my account,60,1,313.0,583.0,48
1318,turn the cooling system on,712,1,584.0,744.0,26
1319,stop the fan from turning,828,1,745.0,900.0,25
1320,tasks from Work list from the last ten days from Wunderlist,776,2,1.0,328.0,64
1321,bing image search,1149,2,329.0,421.0,17
1322,latest papers in category Economics on arxiv,818,2,422.0,649.0,44
1323,is this song dancey,492,2,650.0,752.0,19
1324,latest posts on an atom feed,253,2,753.0,900.0,28
1325,set the low temperature to twenty degrees on my thermostat and the high to twenty three degrees,835,3,1.0,478.0,95
1326,the liveness of this song,749,3,479.0,606.0,25
1327,get info on people I know,1234,3,607.0,734.0,25
1328,wired top stories,648,3,735.0,822.0,17
1329,open the awning,1049,3,823.0,900.0,15
1330,stop my bedroom fan from oscillating,343,4,1.0,232.0,36
1331,my instagram pictures,986,4,233.0,389.0,21
1332,on Spotify play Rolling in the deep,808,4,390.0,516.0,15
1333,youtube's beauty and fashion channels,358,4,517.0,758.0,38
1334,turn off my vacuum,1270,4,759.0,900.0,18
1335,wall street journal articles in the US business section published in the last hour,427,5,1.0,429.0,82
1336,order me a black americano,819,5,430.0,578.0,26
1337,stop the kitchen fan from swinging,980,5,579.0,767.0,34
1338,make the awnings extend,1138,5,768.0,901.0,23
1339,add Despacito to my playlist Dance mood,302,6,1.0,223.0,40
1340,set my HVAC to heat,311,6,224.0,341.0,19
1341,play the songs Jingle Bells on Spotify,86,6,342.0,554.0,38
1342,the acousticness of the current song,188,6,555.0,757.0,36
1343,turn off the kitchen fan,449,6,758.0,900.0,24
1344,posts in the washington post right turn blog,893,7,1.0,222.0,44
1345,put the shades down,331,7,223.0,319.0,19
1346,shut off my LG tv,181,7,320.0,406.0,17
1347,the steps i have taken,856,7,407.0,518.0,22
1348,some random trivia,1099,7,519.0,610.0,18
1349,the loudness of Jingle Bells,261,7,611.0,752.0,28
1350,ask my vacuum cleaner to pause,571,7,753.0,904.0,30
1351,the BPM of song Jingle Bells,513,8,1.0,153.0,28
1352,add this to my playlist Sad songs,403,8,154.0,331.0,33
1353,help me turn off the entrance switch,7,8,332.0,524.0,36
1354,my dropbox files in alphabetical order,423,8,525.0,727.0,38
1355,take a note,289,8,728.0,795.0,11
1356,some gif from giphy,1128,8,796.0,903.0,19
1357,post something on tumblr,386,9,1.0,132.0,24
1358,mathematical trivia about three,822,9,133.0,299.0,31
1359,how positive is Despacito,1131,9,300.0,436.0,25
1360,turn shuffle on,401,9,437.0,523.0,15
1361,a random XKCD,32,9,524.0,600.0,13
1362,my google drive files,42,9,601.0,717.0,21
1363,add Jingle Bells to Favourite songs,421,9,718.0,904.0,35
