,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1059,put the curtains down,307,1,1.0,138.0,21
1060,add this song to playlist Favourite songs,1249,1,139.0,376.0,41
1061,bing search,775,1,377.0,464.0,11
1062,latest posts on matrix sixty seven,412,1,465.0,667.0,34
1063,youtube channels with category lifestyle,774,1,668.0,900.0,40
1064,have my security camera start recording,593,2,1.0,218.0,39
1065,the BPM of song Jingle Bells,513,2,219.0,381.0,28
1066,switch off my bedroom switch,998,2,382.0,544.0,28
1067,the world section of the new york times,365,2,545.0,762.0,39
1068,articles on life hacker,1002,2,763.0,900.0,23
1069,the state of the kitchen motion sensor,766,3,1.0,201.0,38
1070,set the temperature between eighteen degrees and twenty three degrees on my thermostat,1071,3,202.0,642.0,86
1071,dock my vacuum,232,3,643.0,723.0,14
1072,the new york times travel section,337,3,724.0,899.0,33
1073,on Spotify play Jingle Bells,264,4,1.0,160.0,28
1074,the key of Jingle Bells,564,4,161.0,295.0,23
1075,add Jingle Bells to my playlist Dance mood,538,4,296.0,530.0,43
1076,oscillate my kitchen fan,251,4,531.0,670.0,24
1077,my BMI from fitbit,202,4,671.0,780.0,18
1078,translate to English,87,4,781.0,900.0,20
1079,can you switch on my kitchen fan,728,5,1.0,193.0,32
1080,halt my oscillating entrance fan,530,5,194.0,386.0,32
1081,play my playlist Favourite songs,1290,5,387.0,579.0,32
1082,color loop the lights,1222,5,580.0,717.0,21
1083,a picture from curiosity rover,1080,5,718.0,900.0,30
1084,add  the currently playing song to my playlist Dance mood,1292,6,1.0,289.0,57
1085,how danceable is this song,495,6,290.0,423.0,26
1086,on the dining room switch,809,6,424.0,552.0,25
1087,stop the bedroom fan from swinging,929,6,553.0,726.0,34
1088,my twitter DMs,139,6,727.0,800.0,14
1089,my linkedin profile,676,6,801.0,899.0,19
1090,change the temperature on my thermostat,271,7,1.0,236.0,39
1091,latest fortune news,823,7,237.0,372.0,19
1092,new books published by stanford press,884,7,373.0,598.0,37
1093,send a picture via email,873,7,599.0,759.0,24
1094,order me a macchiato,434,7,760.0,900.0,20
1095,posts in the washington post post everything blog,242,8,1.0,258.0,49
1096,play the songs Despacito on Spotify,1171,8,259.0,446.0,35
1097,DIY channels in youtube,588,8,447.0,574.0,23
1098,turn off the vacuum cleaner,727,8,575.0,722.0,27
1099,play the song Rolling in the deep,322,8,723.0,900.0,33
1100,the instrumentalness of song Rolling in the deep,66,9,1.0,244.0,48
1101,set the volume of my bluetooth speaker to zero,1024,9,245.0,478.0,46
1102,price of Ethereum,208,9,479.0,567.0,17
1103,make the vacuum stop,131,9,568.0,671.0,20
1104,new york times,768,9,672.0,745.0,14
1105,mathematical trivia about three,822,9,746.0,904.0,31
