,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
46,new newest onedrive files,488,1,1.0,159.0,25
47,channels in category sports on youtube,848,1,160.0,383.0,38
48,a random trump quote,634,1,384.0,517.0,20
49,can you switch on my fan,1140,1,518.0,671.0,24
50,my google drive files created this week,678,1,672.0,900.0,39
51,the time signature of song Jingle Bells,821,2,1.0,218.0,39
52,restore the volume on my LG tv,1167,2,219.0,391.0,30
53,omlet messages from me,6,2,392.0,524.0,22
54,oscillate my kitchen fan,251,2,525.0,667.0,24
55,the business section of the new york times,572,2,668.0,900.0,42
56,play the song Despacito,55,3,1.0,124.0,23
57,upload a picture to my facebook,266,3,125.0,288.0,31
58,youtube's beauty and fashion channels,358,3,289.0,487.0,38
59,latest slashdot news,1275,3,488.0,596.0,20
60,youtube channels with category best of youtube,1013,3,597.0,835.0,46
61,off the fan,98,3,836.0,899.0,11
62,posts in the washington post the plum line blog,1162,4,1.0,245.0,47
63,upload a NSFW picture to Imgur,598,4,246.0,405.0,30
64,how dancey is this song,460,4,406.0,530.0,23
65,the time signature of song Rolling in the deep,160,4,531.0,770.0,46
66,turn off the kitchen fan,449,4,771.0,900.0,24
67,articles in the washington post in section opinions,623,5,1.0,276.0,51
68,the blog post partisan of the washington post,615,5,277.0,522.0,45
69,add this song to playlist Sad songs,580,5,523.0,718.0,35
70,the acousticness of Jingle Bells,701,5,719.0,899.0,32
71,add  the currently playing song to my playlist Sad songs,916,6,1.0,284.0,56
72,tasks from Work list from the last three days from Wunderlist,1038,6,285.0,618.0,66
73,on my vacuum,1019,6,619.0,682.0,12
74,articles in the new york times arts section,464,6,683.0,901.0,43
75,how energetic is Rolling in the deep,43,7,1.0,193.0,36
76,add the album Parachutes to my playlist,951,7,194.0,401.0,39
77,beauty and fashion channels in youtube,144,7,402.0,604.0,38
78,WSJ US business articles,1282,7,605.0,737.0,24
79,the BPM of Rolling in the deep,1216,7,738.0,900.0,30
80,posts on matrix sixty seven,116,8,1.0,186.0,27
81,make the entrance fan swing,765,8,187.0,372.0,27
82,flip my kitchen switch off,40,8,373.0,553.0,26
83,photos in album Trips on facebook,9,8,554.0,769.0,33
84,news on huffpost,677,8,770.0,900.0,16
85,latest papers in category Computer Science on arxiv,1250,9,1.0,290.0,51
86,on Spotify play Jingle Bells,264,9,291.0,465.0,28
87,songs in my playlist Sad songs,133,9,466.0,650.0,30
88,translate to Spanish,546,9,651.0,785.0,20
89,today's asteroid,368,9,786.0,900.0,16
