,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
914,add the album Parachutes to my playlist Favourite songs,731,1,1.0,290.0,55
915,gaming channels in youtube,762,1,291.0,435.0,26
916,how danceable is the current track,83,1,436.0,620.0,34
917,play Frank Sinatra,1054,1,621.0,725.0,18
918,play my playlist Favourite songs,1290,1,726.0,900.0,32
919,put the entrance damper up,70,2,1.0,145.0,26
920,have my security camera start recording,593,2,146.0,355.0,39
921,Steam price,1143,2,356.0,425.0,11
922,Stanford news,246,2,426.0,505.0,13
923,phdcomics posts,1180,2,506.0,595.0,15
924,images from Imgur User Submitted viral,450,2,596.0,800.0,38
925,the latest tweets,166,2,801.0,900.0,17
926,add Rolling in the deep to Sad songs on Spotify,431,3,1.0,236.0,47
927,articles on the mozilla blog,286,3,237.0,377.0,28
928,is the current song an instrumental,1236,3,378.0,553.0,35
929,ask my vacuum to stop cleaning,324,3,554.0,704.0,30
930,channels in category from tv on youtube,106,3,705.0,900.0,39
931,when a new paper is published in category Physics on arxiv,71,4,1.0,297.0,58
932,is Jingle Bells live,499,4,298.0,404.0,20
933,articles in the new york times arts section,464,4,405.0,626.0,43
934,turn off my switch,779,4,627.0,723.0,18
935,play the song Despacito on Spotify,484,4,724.0,900.0,34
936,use Spotify to play some music,1104,5,1.0,152.0,30
937,my onedrive files,383,5,153.0,239.0,17
938,a NASA picture,268,5,240.0,311.0,14
939,latest slashdot news,1275,5,312.0,413.0,20
940,switch off my bedroom switch,998,5,414.0,555.0,28
941,completed tasks from the last three days on Wunderlist,519,5,556.0,827.0,54
942,turn on shuffle,1107,5,828.0,904.0,15
943,my body measurements from fitbit,504,6,1.0,169.0,32
944,value in dollars of Bitcoin,1278,6,170.0,313.0,27
945,stop moving the bedroom fan,457,6,314.0,457.0,27
946,open my entrance damper for me,688,6,458.0,616.0,30
947,my recent instagram pictures,1219,6,617.0,765.0,28
948,the liveness of Despacito,303,6,766.0,899.0,25
949,articles in the washington post in section local,777,7,1.0,263.0,48
950,add the album Parachutes to my playlist Dance mood,524,7,264.0,536.0,50
951,the google drive files i starred,326,7,537.0,719.0,32
952,best of youtube youtube channels,594,7,720.0,902.0,32
953,add a picture to facebook,936,8,1.0,153.0,25
954,add to playlist Sad songs,1245,8,154.0,306.0,25
955,close my entrance damper,802,8,307.0,454.0,24
956,a trump quote,76,8,455.0,547.0,13
957,price of Bitcoin,523,8,548.0,655.0,16
958,my instagram pictures that use filter Normal,974,8,656.0,903.0,44
959,youtube channels with category DIY,830,9,1.0,186.0,34
960,articles in the new york times science section,669,9,187.0,432.0,46
961,the time signature of Rolling in the deep,1034,9,433.0,653.0,41
962,the first ten instagram pictures on my account,91,9,654.0,899.0,46
