,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
1018,play my playlist Sad songs,954,1,1.0,166.0,26
1019,the health section of the new york times,126,1,167.0,402.0,40
1020,switch off the switch,719,1,403.0,543.0,21
1021,imgur usersub rising,486,1,544.0,679.0,20
1022,bing image search,1149,1,680.0,800.0,17
1023,engadget news,393,1,801.0,901.0,13
1024,my instagram pictures that have the Clarendon filter applied,912,2,1.0,535.0,60
1025,flip my bedroom switch off,934,2,536.0,900.0,26
1026,set the low temperature to eighteen degrees on my thermostat and the high to twenty three degrees,503,3,1.0,503.0,97
1027,a random picture from giphy,2,3,504.0,656.0,27
1028,play the songs Rolling in the deep on Spotify,323,3,657.0,899.0,45
1029,halt my oscillating bedroom fan,919,4,1.0,159.0,31
1030,my onedrive files modified this week,948,4,160.0,343.0,36
1031,the first ten instagram pictures on my account,91,4,344.0,577.0,46
1032,a picture of a random dog,507,4,578.0,706.0,25
1033,tasks from Homework list on Wunderlist,750,4,707.0,900.0,38
1034,washington post sports,317,5,1.0,118.0,22
1035,tasks from the last seven days from Wunderlist,350,5,119.0,381.0,51
1036,my dropbox files in alphabetical order,423,5,382.0,579.0,38
1037,how energetic is Despacito,1226,5,580.0,717.0,26
1038,a random useless fact,64,5,718.0,830.0,21
1039,movie details,294,5,831.0,903.0,13
1040,the technology section of the new york times,1271,6,1.0,266.0,44
1041,turn the kitchen switch on,785,6,267.0,442.0,26
1042,the sports section of the new york times,1106,6,443.0,688.0,40
1043,how dancey is Rolling in the deep,1121,6,689.0,899.0,33
1044,add  the currently playing song to my playlist Sad songs,916,7,1.0,311.0,56
1045,the valence of this song,940,7,312.0,462.0,24
1046,my instagram pictures that have the Gingham filter,1296,7,463.0,743.0,50
1047,omlet messages i received,747,7,744.0,899.0,25
1048,add song Despacito to Dance mood,1172,8,1.0,178.0,32
1049,tasks from the last ten days from Wunderlist,952,8,179.0,441.0,49
1050,I want to switch off the bedroom fan,220,8,442.0,639.0,36
1051,how speechlike is Despacito,640,8,640.0,792.0,27
1052,play the next song,498,8,793.0,900.0,18
1053,play the song Despacito on Spotify,484,9,1.0,175.0,34
1054,make the fan turn,815,9,176.0,265.0,17
1055,the danceability of the song Despacito,637,9,266.0,460.0,38
1056,help me on my fan,547,9,461.0,550.0,17
1057,film and entertainment youtube channels,1125,9,551.0,750.0,39
1058,color loop the kitchen lights,162,9,751.0,900.0,29
