,command_name,command_id,pos_id,start_fr_id,end_fr_id,num_chars
0,my oldest google drive files,1164,1,1.0,144.0,28
1,latest star wars news,65,1,145.0,253.0,21
2,upload a private picture to Imgur,244,1,254.0,422.0,33
3,tasks from Work list on Wunderlist,68,1,423.0,596.0,34
4,the fitbit step counter,700,1,597.0,715.0,23
5,is Jingle Bells live,499,1,716.0,819.0,20
6,lower the blinds,1007,1,820.0,903.0,16
7,add a song to my playlist Dance mood,790,2,1.0,196.0,36
8,the loudness of Jingle Bells,261,2,197.0,352.0,28
9,stop my kitchen fan from oscillating,690,2,353.0,548.0,36
10,put the curtains up,210,2,549.0,659.0,19
11,open my shutters for me,908,2,660.0,790.0,23
12,some gif from giphy,1128,2,791.0,901.0,19
13,completed tasks from Work list from the last three days on Wunderlist,426,3,1.0,430.0,74
14,charge the vacuum,85,3,431.0,575.0,17
15,set the temperature of my Tesla car to twenty degrees,970,3,576.0,900.0,53
16,youtube channels with category causes,351,4,1.0,187.0,37
17,turn off the lights,1254,4,188.0,284.0,19
18,post a picture on facebook,101,4,285.0,416.0,26
19,turn shuffle on,401,4,417.0,493.0,15
20,Mac rumors,36,4,494.0,545.0,10
21,close my shades,387,4,546.0,622.0,15
22,TED talks,1072,4,623.0,669.0,9
23,articles in the new york times science section,669,4,670.0,901.0,46
24,set my HVAC to heat,311,5,1.0,112.0,19
25,random number facts,627,5,113.0,224.0,19
26,the acousticness of Despacito,1265,5,225.0,386.0,29
27,the temperature on my thermostat,179,5,387.0,563.0,32
28,my ten latest instagram pictures,1116,5,564.0,740.0,32
29,the new york times US section,836,5,741.0,902.0,29
30,how upbeat is this song,684,6,1.0,119.0,23
31,set the low temperature to twenty degrees on my thermostat and the high to twenty three degrees,835,6,120.0,598.0,95
32,the messages i got on twitter,262,6,599.0,747.0,29
33,make the vacuum start cleaning,360,6,748.0,901.0,30
34,get the temperature of my Tesla car,319,7,1.0,200.0,35
35,the speechiness of Despacito,373,7,201.0,365.0,28
36,ABC news top stories,478,7,366.0,490.0,20
37,SFW images from Imgur,16,7,491.0,620.0,21
38,wall street journal articles in the markets section,745,7,621.0,900.0,51
39,set the low temperature to eighteen degrees on my thermostat and the high to twenty degrees,259,8,1.0,475.0,91
40,wall street journal articles in the world news section published in the last hour,205,8,476.0,900.0,81
41,science youtube channels,525,9,1.0,142.0,24
42,wall street journal world news,975,9,143.0,314.0,30
43,posts in the washington post wonkblog blog,965,9,315.0,546.0,42
44,completed tasks from Homework list on Wunderlist,973,9,547.0,808.0,48
45,turn the AC on,897,9,809.0,900.0,14
